date,store_id,product_id,price,units,revenue,promo,stockout,holiday_window,anomaly
2023-10-16,S01,P03,13.98,5,69.88,0,0,0,none
2023-10-16,S01,P04,30.06,10,300.56,0,0,0,none
2023-10-16,S01,P05,28.39,3,85.18,0,0,0,none
2023-10-16,S01,P06,34.0,28,951.89,0,0,0,none
2023-10-16,S01,P07,21.0,15,315.01,0,0,0,none
2023-10-16,S01,P08,26.7,12,320.37,0,0,0,none
2023-10-16,S01,P09,41.84,18,753.2,0,0,0,none
2023-10-16,S01,P10,12.65,10,126.49,0,0,0,none
2023-10-16,S01,P11,29.54,7,206.79,0,0,0,none
2023-10-16,S01,P12,20.22,13,262.81,0,0,0,none
2023-10-16,S02,P01,28.78,10,287.84,0,0,0,none
2023-10-16,S02,P02,9.54,20,190.82,0,0,0,none
2023-10-16,S02,P03,10.31,12,123.76,0,0,0,none
2023-10-16,S02,P04,7.61,18,136.93,0,0,0,none
2023-10-16,S02,P05,23.54,5,117.69,0,0,0,none
2023-10-16,S02,P06,29.57,22,650.46,0,0,0,none
2023-10-16,S02,P07,21.43,13,278.64,0,0,0,none
2023-10-16,S02,P08,7.56,22,166.39,0,0,0,none
2023-10-16,S02,P09,16.73,20,334.57,0,0,0,none
2023-10-16,S02,P10,7.09,15,106.35,0,0,0,none
2023-10-16,S02,P11,23.7,15,355.56,0,0,0,none
2023-10-16,S02,P12,32.15,14,450.14,0,0,0,none
2023-10-16,S03,P01,30.24,20,604.73,0,0,0,none
2023-10-16,S03,P02,17.44,13,226.68,0,0,0,none
2023-10-16,S03,P03,14.66,10,146.61,0,0,0,none
2023-10-16,S03,P04,32.47,14,454.65,0,0,0,none
2023-10-16,S03,P05,19.32,8,154.56,0,0,0,none
2023-10-16,S03,P06,25.13,21,527.8,0,0,0,none
2023-10-16,S03,P07,27.03,25,675.64,0,0,0,none
2023-10-16,S03,P08,12.46,11,137.01,0,0,0,none
2023-10-16,S03,P09,20.08,13,261.0,0,0,0,none
2023-10-16,S03,P10,9.61,10,96.06,0,0,0,none
2023-10-16,S03,P11,22.18,12,266.15,0,0,0,none
2023-10-16,S03,P12,33.07,11,363.72,0,0,0,none
2023-10-16,S04,P01,24.01,23,552.27,0,0,0,none
2023-10-16,S04,P02,27.09,28,758.63,0,0,0,none
2023-10-16,S04,P03,9.85,13,127.99,0,0,0,none
2023-10-16,S04,P04,15.61,15,234.19,0,0,0,none
2023-10-16,S04,P05,25.39,17,431.68,0,0,0,none
2023-10-16,S04,P06,8.83,31,273.88,0,0,0,none
2023-10-16,S04,P07,32.77,25,819.32,0,0,0,none
2023-10-16,S04,P08,18.41,11,202.51,0,0,0,none
2023-10-16,S04,P09,21.45,15,321.75,0,0,0,none
2023-10-16,S04,P10,20.92,6,125.51,0,0,0,none
2023-10-16,S04,P11,31.85,14,445.93,0,0,0,none
2023-10-16,S04,P12,31.78,20,635.58,0,0,0,none
2023-10-16,S05,P01,18.58,16,297.22,0,0,0,none
2023-10-16,S05,P02,21.99,8,175.9,0,0,0,none
2023-10-16,S05,P03,17.71,9,159.35,0,0,0,none
2023-10-16,S05,P04,20.33,10,203.34,0,0,0,none
2023-10-16,S05,P05,18.71,8,149.68,0,0,0,none
2023-10-16,S05,P06,36.39,18,655.08,0,0,0,none
2023-10-16,S05,P07,19.81,7,138.69,0,0,0,none
2023-10-16,S05,P08,20.24,23,465.53,0,0,0,none
2023-10-16,S05,P09,38.42,16,614.69,0,0,0,none
2023-10-16,S05,P10,26.48,10,264.82,0,0,0,none
2023-10-16,S05,P11,24.36,9,219.21,0,0,0,none
2023-10-16,S05,P12,35.11,12,421.29,0,0,0,none
2023-10-16,S06,P01,21.17,14,296.36,0,0,0,none
2023-10-16,S06,P02,13.61,26,353.96,0,0,0,none
2023-10-16,S06,P03,17.16,14,240.28,0,0,0,none
2023-10-16,S06,P04,14.77,20,295.45,0,0,0,none
2023-10-16,S06,P05,17.96,12,215.46,0,0,0,none
2023-10-16,S06,P06,33.31,26,866.06,0,0,0,none
2023-10-16,S06,P07,27.57,21,578.91,0,0,0,none
2023-10-16,S06,P08,24.5,33,808.37,0,0,0,none
2023-10-16,S06,P09,7.36,21,154.53,0,0,0,none
2023-10-16,S06,P10,48.89,8,391.1,0,0,0,none
2023-10-16,S06,P11,25.54,19,485.21,0,0,0,none
2023-10-16,S06,P12,28.73,15,430.99,0,0,0,none
2023-10-16,S07,P01,17.06,15,255.97,0,0,0,none
2023-10-16,S07,P02,18.5,22,406.98,0,0,0,none
2023-10-16,S07,P03,35.13,8,281.05,0,0,0,none
2023-10-16,S07,P04,20.7,11,227.71,0,0,0,none
2023-10-16,S07,P05,12.91,7,90.35,0,0,0,none
2023-10-16,S07,P06,23.76,19,451.49,0,0,0,none
2023-10-16,S07,P07,27.33,17,464.59,0,0,0,none
2023-10-16,S07,P08,15.61,10,156.13,0,0,0,none
2023-10-16,S07,P09,28.87,21,606.29,0,0,0,none
2023-10-16,S07,P10,23.55,11,259.1,0,0,0,none
2023-10-16,S07,P11,25.38,14,355.37,0,0,0,none
2023-10-16,S07,P12,15.93,9,143.35,0,0,0,none
2023-10-16,S08,P01,23.84,6,143.05,0,0,0,none
2023-10-16,S08,P02,15.22,9,137.0,0,0,0,none
2023-10-16,S08,P03,25.84,6,155.01,0,0,0,none
2023-10-16,S08,P04,20.73,17,352.33,0,0,0,none
2023-10-16,S08,P05,23.02,10,230.17,0,0,0,none
2023-10-16,S08,P06,30.57,17,519.69,0,0,0,none
2023-10-16,S08,P07,24.86,14,348.01,0,0,0,none
2023-10-16,S08,P08,30.65,13,398.5,0,0,0,none
2023-10-16,S08,P09,24.83,14,347.69,0,0,0,none
2023-10-16,S08,P10,22.76,2,45.53,0,0,0,none
2023-10-16,S08,P11,10.07,10,100.67,0,0,0,none
2023-10-16,S08,P12,30.23,9,272.05,0,0,0,none
2023-10-17,S01,P01,22.65,9,203.87,1,0,0,none
2023-10-17,S01,P02,16.35,10,163.55,1,0,0,none
2023-10-17,S01,P03,29.7,9,267.3,1,0,0,none
2023-10-17,S01,P04,27.8,13,361.39,1,0,0,none
2023-10-17,S01,P05,18.58,7,130.04,1,0,0,none
2023-10-17,S01,P06,23.69,20,473.86,1,0,0,none
2023-10-17,S01,P07,25.19,12,302.34,1,0,0,none
2023-10-17,S01,P08,23.94,11,263.3,1,0,0,none
2023-10-17,S01,P09,34.58,22,760.84,1,0,0,none
2023-10-17,S01,P10,22.14,7,155.0,1,0,0,none
2023-10-17,S01,P11,26.35,17,447.9,1,0,0,none
2023-10-17,S01,P12,18.4,11,202.43,1,0,0,none
2023-10-17,S02,P01,30.62,20,612.35,0,0,0,none
2023-10-17,S02,P02,16.08,8,128.67,0,0,0,none
2023-10-17,S02,P03,11.31,16,180.93,0,0,0,none
2023-10-17,S02,P04,25.06,17,426.09,0,0,0,none
2023-10-17,S02,P05,17.49,8,139.92,0,0,0,none
2023-10-17,S02,P06,24.05,17,408.82,0,0,0,none
2023-10-17,S02,P07,23.84,18,429.12,0,0,0,none
2023-10-17,S02,P08,10.77,2,21.53,0,1,0,none
2023-10-17,S02,P09,27.05,15,405.71,0,0,0,none
2023-10-17,S02,P10,13.24,10,132.43,0,0,0,none
2023-10-17,S02,P11,17.0,14,238.02,0,0,0,none
2023-10-17,S02,P12,32.77,16,524.28,0,0,0,none
2023-10-17,S03,P01,23.37,13,303.8,1,0,0,none
2023-10-17,S03,P02,11.24,24,269.69,1,0,0,none
2023-10-17,S03,P03,26.14,10,261.41,1,0,0,none
2023-10-17,S03,P04,48.92,12,587.08,1,0,0,none
2023-10-17,S03,P05,32.42,11,356.65,1,0,0,none
2023-10-17,S03,P06,28.16,26,732.26,1,0,0,none
2023-10-17,S03,P07,20.64,13,268.32,1,0,0,none
2023-10-17,S03,P08,23.23,21,487.9,1,0,0,none
2023-10-17,S03,P09,19.58,20,391.51,1,0,0,none
2023-10-17,S03,P10,8.42,10,84.17,1,0,0,none
2023-10-17,S03,P11,30.96,16,495.35,1,0,0,none
2023-10-17,S03,P12,18.93,14,265.04,1,0,0,none
2023-10-17,S04,P01,19.92,20,398.34,0,0,0,none
2023-10-17,S04,P02,29.99,15,449.91,0,0,0,none
2023-10-17,S04,P03,25.49,11,280.44,0,0,0,none
2023-10-17,S04,P04,19.98,9,179.83,0,0,0,none
2023-10-17,S04,P05,13.01,6,78.07,0,0,0,none
2023-10-17,S04,P06,21.71,30,651.31,0,0,0,none
2023-10-17,S04,P07,20.32,16,325.1,0,0,0,none
2023-10-17,S04,P08,20.8,21,436.83,0,0,0,none
2023-10-17,S04,P09,24.25,17,412.3,0,0,0,none
2023-10-17,S04,P10,37.07,9,333.65,0,0,0,none
2023-10-17,S04,P11,22.5,14,315.06,0,0,0,none
2023-10-17,S04,P12,33.1,8,264.78,0,0,0,none
2023-10-17,S05,P01,10.67,11,117.41,0,0,0,none
2023-10-17,S05,P02,38.71,12,464.57,0,0,0,none
2023-10-17,S05,P03,19.2,13,249.6,0,0,0,none
2023-10-17,S05,P04,32.14,10,321.36,0,0,0,none
2023-10-17,S05,P05,3.0,9,27.0,0,0,0,none
2023-10-17,S05,P06,12.67,14,177.32,0,0,0,none
2023-10-17,S05,P07,29.16,12,349.9,0,0,0,none
2023-10-17,S05,P08,30.91,16,494.5,0,0,0,none
2023-10-17,S05,P09,8.24,17,140.15,0,0,0,none
2023-10-17,S05,P10,17.96,9,161.67,0,0,0,none
2023-10-17,S05,P11,32.07,13,416.97,0,0,0,none
2023-10-17,S05,P12,22.29,11,245.24,0,0,0,none
2023-10-17,S06,P01,25.1,20,502.04,0,0,0,none
2023-10-17,S06,P02,25.47,30,764.12,0,0,0,none
2023-10-17,S06,P03,20.69,11,227.64,0,0,0,none
2023-10-17,S06,P04,28.29,17,480.96,0,0,0,none
2023-10-17,S06,P05,28.32,10,283.21,0,0,0,none
2023-10-17,S06,P06,17.43,24,418.24,0,0,0,none
2023-10-17,S06,P07,19.24,15,288.55,0,0,0,none
2023-10-17,S06,P08,27.0,24,648.07,0,0,0,none
2023-10-17,S06,P09,33.93,24,814.26,0,0,0,none
2023-10-17,S06,P10,24.52,14,343.32,0,0,0,none
2023-10-17,S06,P11,20.17,12,242.0,0,0,0,none
2023-10-17,S06,P12,24.58,14,344.15,0,0,0,none
2023-10-17,S07,P01,11.25,17,191.22,0,0,0,none
2023-10-17,S07,P02,8.3,12,99.65,0,0,0,none
2023-10-17,S07,P03,13.36,10,133.61,0,0,0,none
2023-10-17,S07,P04,23.2,22,510.47,0,0,0,none
2023-10-17,S07,P05,37.51,9,337.62,0,0,0,none
2023-10-17,S07,P06,13.35,16,213.58,0,0,0,none
2023-10-17,S07,P07,39.36,16,629.79,0,0,0,none
2023-10-17,S07,P08,23.95,27,646.52,0,0,0,none
2023-10-17,S07,P09,30.8,12,369.62,0,0,0,none
2023-10-17,S07,P10,29.06,4,116.24,0,0,0,none
2023-10-17,S07,P11,16.59,15,248.81,0,0,0,none
2023-10-17,S07,P12,15.49,10,154.9,0,0,0,none
2023-10-17,S08,P01,19.84,10,198.37,0,0,0,none
2023-10-17,S08,P02,14.06,13,182.79,0,0,0,none
2023-10-17,S08,P03,27.52,9,247.68,0,0,0,none
2023-10-17,S08,P04,16.85,13,219.0,0,0,0,none
2023-10-17,S08,P05,35.19,5,175.95,0,0,0,none
2023-10-17,S08,P06,21.99,19,417.73,0,0,0,none
2023-10-17,S08,P07,25.37,17,431.31,0,0,0,none
2023-10-17,S08,P08,25.04,12,300.44,0,0,0,none
2023-10-17,S08,P09,24.75,15,371.24,0,0,0,none
2023-10-17,S08,P10,26.69,6,160.13,0,0,0,none
2023-10-17,S08,P11,10.4,11,114.43,0,0,0,none
2023-10-17,S08,P12,18.75,8,150.04,0,0,0,none
2023-10-18,S01,P01,27.13,13,352.73,0,0,0,none
2023-10-18,S01,P02,27.39,15,410.91,0,0,0,none
2023-10-18,S01,P03,18.83,5,94.13,0,0,0,none
2023-10-18,S01,P04,26.59,12,319.06,0,0,0,none
2023-10-18,S01,P05,14.28,10,142.78,0,0,0,none
2023-10-18,S01,P06,26.5,24,635.96,0,0,0,none
2023-10-18,S01,P07,27.85,12,334.24,0,0,0,none
2023-10-18,S01,P08,27.29,10,272.88,0,0,0,none
2023-10-18,S01,P09,22.45,15,336.73,0,0,0,none
2023-10-18,S01,P10,31.55,8,252.43,0,0,0,none
2023-10-18,S01,P11,19.46,8,155.69,0,0,0,none
2023-10-18,S01,P12,23.49,14,328.86,0,0,0,none
2023-10-18,S02,P01,18.53,20,370.63,0,0,0,none
2023-10-18,S02,P02,18.64,17,316.94,0,0,0,none
2023-10-18,S02,P03,14.2,14,198.76,0,0,0,none
2023-10-18,S02,P04,17.84,12,214.03,0,0,0,none
2023-10-18,S02,P05,11.53,10,115.31,0,0,0,none
2023-10-18,S02,P06,43.56,18,784.16,0,0,0,none
2023-10-18,S02,P07,27.58,14,386.13,0,0,0,none
2023-10-18,S02,P08,29.69,20,593.87,0,0,0,none
2023-10-18,S02,P09,20.5,19,389.52,0,0,0,none
2023-10-18,S02,P10,17.82,1,17.82,0,1,0,none
2023-10-18,S02,P11,17.31,15,259.58,0,0,0,none
2023-10-18,S02,P12,23.73,17,403.4,0,0,0,none
2023-10-18,S03,P01,32.6,14,456.33,0,0,0,none
2023-10-18,S03,P02,29.01,25,725.23,0,0,0,none
2023-10-18,S03,P03,35.3,13,458.89,0,0,0,none
2023-10-18,S03,P04,18.97,10,189.7,0,0,0,none
2023-10-18,S03,P05,13.6,7,95.21,0,0,0,none
2023-10-18,S03,P06,22.96,23,528.03,0,0,0,none
2023-10-18,S03,P07,23.83,14,333.68,0,0,0,none
2023-10-18,S03,P08,33.05,22,727.06,0,0,0,none
2023-10-18,S03,P09,14.52,16,232.28,0,0,0,none
2023-10-18,S03,P10,21.52,10,215.24,0,0,0,none
2023-10-18,S03,P11,24.68,12,296.11,0,0,0,none
2023-10-18,S03,P12,35.24,9,317.17,0,0,0,none
2023-10-18,S04,P01,33.26,18,598.77,0,0,0,none
2023-10-18,S04,P02,18.39,12,220.69,0,0,0,none
2023-10-18,S04,P03,19.16,13,249.06,0,0,0,none
2023-10-18,S04,P04,25.21,17,428.6,0,0,0,none
2023-10-18,S04,P05,29.62,11,325.78,0,0,0,none
2023-10-18,S04,P06,10.44,24,250.57,0,0,0,none
2023-10-18,S04,P07,34.5,18,621.03,0,0,0,none
2023-10-18,S04,P08,3.0,22,66.0,0,0,0,none
2023-10-18,S04,P09,22.02,28,616.5,0,0,0,none
2023-10-18,S04,P10,24.73,11,272.06,0,0,0,none
2023-10-18,S04,P11,29.46,14,412.46,0,0,0,none
2023-10-18,S04,P12,16.35,16,261.57,0,0,0,none
2023-10-18,S05,P01,25.79,17,438.41,0,0,0,none
2023-10-18,S05,P02,13.07,17,222.18,0,0,0,none
2023-10-18,S05,P03,31.43,4,125.73,0,0,0,none
2023-10-18,S05,P04,13.4,5,67.01,0,0,0,none
2023-10-18,S05,P05,26.35,9,237.14,0,0,0,none
2023-10-18,S05,P06,27.96,19,531.22,0,0,0,none
2023-10-18,S05,P07,35.58,11,391.33,0,0,0,none
2023-10-18,S05,P08,16.6,19,315.44,0,0,0,none
2023-10-18,S05,P09,19.97,16,319.47,0,0,0,none
2023-10-18,S05,P10,19.35,7,135.43,0,0,0,none
2023-10-18,S05,P11,31.14,13,404.88,0,0,0,none
2023-10-18,S05,P12,18.74,4,74.98,0,0,0,none
2023-10-18,S06,P01,6.45,17,109.68,0,0,0,none
2023-10-18,S06,P02,20.6,19,391.49,0,0,0,none
2023-10-18,S06,P03,13.02,13,169.21,0,0,0,none
2023-10-18,S06,P04,23.24,11,255.59,0,0,0,none
2023-10-18,S06,P05,18.7,5,93.49,0,0,0,none
2023-10-18,S06,P06,14.91,25,372.69,0,0,0,none
2023-10-18,S06,P07,23.12,20,462.31,0,0,0,none
2023-10-18,S06,P08,4.89,15,73.39,0,0,0,none
2023-10-18,S06,P09,29.7,27,801.86,0,0,0,none
2023-10-18,S06,P10,35.0,10,349.99,0,0,0,none
2023-10-18,S06,P11,17.28,13,224.7,0,0,0,none
2023-10-18,S06,P12,36.85,5,184.23,0,0,0,none
2023-10-18,S07,P01,25.06,16,400.99,0,0,0,none
2023-10-18,S07,P02,25.14,16,402.17,0,0,0,none
2023-10-18,S07,P03,11.32,15,169.77,0,0,0,none
2023-10-18,S07,P04,19.63,21,412.28,0,0,0,none
2023-10-18,S07,P05,19.96,12,239.52,0,0,0,none
2023-10-18,S07,P06,21.19,17,360.29,0,0,0,none
2023-10-18,S07,P07,32.15,17,546.53,0,0,0,none
2023-10-18,S07,P08,21.49,16,343.91,0,0,0,none
2023-10-18,S07,P09,15.73,12,188.79,0,0,0,none
2023-10-18,S07,P10,21.76,7,152.34,0,0,0,none
2023-10-18,S07,P11,33.27,14,465.75,0,0,0,none
2023-10-18,S07,P12,17.37,15,260.49,0,0,0,none
2023-10-18,S08,P01,23.83,15,357.52,0,0,0,none
2023-10-18,S08,P02,14.33,16,229.25,0,0,0,none
2023-10-18,S08,P03,6.09,8,48.69,0,0,0,none
2023-10-18,S08,P04,20.33,19,386.23,0,0,0,none
2023-10-18,S08,P05,32.33,11,355.62,0,0,0,none
2023-10-18,S08,P06,15.76,19,299.38,0,0,0,none
2023-10-18,S08,P07,21.79,12,261.44,0,0,0,none
2023-10-18,S08,P08,11.36,16,181.82,0,0,0,none
2023-10-18,S08,P09,11.68,12,140.13,0,0,0,none
2023-10-18,S08,P10,37.62,4,150.47,0,0,0,none
2023-10-18,S08,P11,10.85,11,119.35,0,0,0,none
2023-10-18,S08,P12,34.31,7,240.19,0,0,0,none
2023-10-19,S01,P01,21.27,24,510.57,1,0,0,none
2023-10-19,S01,P02,15.06,17,256.1,1,0,0,none
2023-10-19,S01,P03,16.7,11,183.71,1,0,0,none
2023-10-19,S01,P04,16.43,15,246.49,1,0,0,none
2023-10-19,S01,P05,29.86,11,328.43,1,0,0,none
2023-10-19,S01,P06,5.68,18,102.28,1,0,0,none
2023-10-19,S01,P07,21.06,14,294.87,1,0,0,none
2023-10-19,S01,P08,37.64,19,715.15,1,0,0,none
2023-10-19,S01,P09,15.22,11,167.41,1,0,0,none
2023-10-19,S01,P10,23.05,9,207.41,1,0,0,none
2023-10-19,S01,P11,32.97,17,560.49,1,0,0,none
2023-10-19,S01,P12,16.67,9,150.06,1,0,0,none
2023-10-19,S02,P01,23.08,17,392.35,0,0,0,none
2023-10-19,S02,P02,16.43,20,328.62,0,0,0,none
2023-10-19,S02,P03,10.88,13,141.41,0,0,0,none
2023-10-19,S02,P04,14.6,13,189.74,0,0,0,none
2023-10-19,S02,P05,26.81,3,80.44,0,0,0,none
2023-10-19,S02,P06,20.7,20,413.97,0,0,0,none
2023-10-19,S02,P07,12.52,16,200.36,0,0,0,none
2023-10-19,S02,P08,47.74,22,1050.26,0,0,0,none
2023-10-19,S02,P09,40.19,22,884.22,0,0,0,none
2023-10-19,S02,P10,27.81,14,389.32,0,0,0,none
2023-10-19,S02,P11,22.76,10,227.57,0,0,0,none
2023-10-19,S02,P12,22.21,17,377.57,0,0,0,none
2023-10-19,S03,P01,18.5,14,258.99,0,0,0,none
2023-10-19,S03,P02,19.84,16,317.36,0,0,0,none
2023-10-19,S03,P03,23.02,17,391.26,0,0,0,none
2023-10-19,S03,P04,26.42,13,343.44,0,0,0,none
2023-10-19,S03,P05,31.61,12,379.26,0,0,0,none
2023-10-19,S03,P06,28.35,23,652.09,0,0,0,none
2023-10-19,S03,P07,33.9,12,406.76,0,0,0,none
2023-10-19,S03,P08,27.42,22,603.32,0,0,0,none
2023-10-19,S03,P09,9.6,12,115.22,0,0,0,none
2023-10-19,S03,P10,32.49,12,389.88,0,0,0,none
2023-10-19,S03,P11,18.64,18,335.56,0,0,0,none
2023-10-19,S03,P12,44.94,12,539.25,0,0,0,none
2023-10-19,S04,P01,12.28,19,233.28,0,0,0,none
2023-10-19,S04,P02,20.46,17,347.8,0,0,0,none
2023-10-19,S04,P03,27.4,17,465.84,0,0,0,none
2023-10-19,S04,P04,23.05,17,391.8,0,0,0,none
2023-10-19,S04,P05,25.93,9,233.41,0,0,0,none
2023-10-19,S04,P06,26.24,30,787.29,0,0,0,none
2023-10-19,S04,P07,11.33,18,203.96,0,0,0,none
2023-10-19,S04,P08,24.48,24,587.52,0,0,0,none
2023-10-19,S04,P09,19.82,17,336.89,0,0,0,none
2023-10-19,S04,P10,32.77,5,163.84,0,0,0,none
2023-10-19,S04,P11,34.57,14,484.01,0,0,0,none
2023-10-19,S04,P12,32.79,12,393.51,0,0,0,none
2023-10-19,S05,P01,14.81,11,162.87,0,0,0,none
2023-10-19,S05,P02,22.23,16,355.61,0,0,0,none
2023-10-19,S05,P03,27.72,17,471.31,0,0,0,none
2023-10-19,S05,P04,18.44,15,276.54,0,0,0,none
2023-10-19,S05,P05,8.71,6,52.23,0,0,0,none
2023-10-19,S05,P06,30.3,15,454.57,0,0,0,none
2023-10-19,S05,P07,20.29,10,202.89,0,0,0,none
2023-10-19,S05,P08,11.07,17,188.14,0,0,0,none
2023-10-19,S05,P09,24.07,15,361.02,0,0,0,none
2023-10-19,S05,P10,15.09,8,120.75,0,0,0,none
2023-10-19,S05,P11,9.98,8,79.88,0,0,0,none
2023-10-19,S05,P12,31.44,7,220.05,0,0,0,none
2023-10-19,S06,P01,23.92,19,454.51,1,0,0,none
2023-10-19,S06,P02,28.35,26,737.08,1,0,0,none
2023-10-19,S06,P03,17.92,17,304.57,1,0,0,none
2023-10-19,S06,P04,6.56,13,85.29,1,0,0,none
2023-10-19,S06,P05,34.66,13,450.63,1,0,0,none
2023-10-19,S06,P06,30.1,27,812.64,1,0,0,none
2023-10-19,S06,P07,35.67,21,749.11,1,0,0,none
2023-10-19,S06,P08,8.89,31,275.47,1,0,0,none
2023-10-19,S06,P09,25.54,27,689.7,1,0,0,none
2023-10-19,S06,P10,23.94,11,263.31,1,0,0,none
2023-10-19,S06,P11,14.49,14,202.81,1,0,0,none
2023-10-19,S06,P12,35.42,22,779.19,1,0,0,none
2023-10-19,S07,P01,15.8,16,252.87,0,0,0,none
2023-10-19,S07,P02,21.67,23,498.33,0,0,0,none
2023-10-19,S07,P03,24.34,14,340.7,0,0,0,none
2023-10-19,S07,P04,26.95,16,431.23,0,0,0,none
2023-10-19,S07,P05,11.24,8,89.95,0,0,0,none
2023-10-19,S07,P06,29.55,23,679.65,0,0,0,none
2023-10-19,S07,P07,36.28,12,435.33,0,0,0,none
2023-10-19,S07,P08,13.34,16,213.4,0,0,0,none
2023-10-19,S07,P09,30.02,19,570.34,0,0,0,none
2023-10-19,S07,P10,29.69,2,59.38,0,0,0,none
2023-10-19,S07,P11,34.2,10,341.97,0,0,0,none
2023-10-19,S07,P12,29.56,12,354.77,0,0,0,none
2023-10-19,S08,P01,18.22,15,273.31,0,0,0,none
2023-10-19,S08,P02,20.3,13,263.91,0,0,0,none
2023-10-19,S08,P03,19.42,6,116.51,0,0,0,none
2023-10-19,S08,P04,20.26,15,303.84,0,0,0,none
2023-10-19,S08,P05,32.72,6,196.34,0,0,0,none
2023-10-19,S08,P06,22.51,23,517.82,0,0,0,none
2023-10-19,S08,P07,11.42,14,159.86,0,0,0,none
2023-10-19,S08,P08,31.48,20,629.53,0,0,0,none
2023-10-19,S08,P09,22.31,12,267.71,0,0,0,none
2023-10-19,S08,P10,20.12,9,181.07,0,0,0,none
2023-10-19,S08,P11,26.2,11,288.2,0,0,0,none
2023-10-19,S08,P12,41.75,11,459.25,0,0,0,none
2023-10-20,S01,P01,19.36,13,251.7,0,0,0,none
2023-10-20,S01,P02,21.96,9,197.66,0,0,0,none
2023-10-20,S01,P03,3.97,7,27.81,0,0,0,none
2023-10-20,S01,P04,15.61,10,156.14,0,0,0,none
2023-10-20,S01,P05,25.01,8,200.1,0,0,0,none
2023-10-20,S01,P06,31.6,22,695.23,0,0,0,none
2023-10-20,S01,P07,4.73,13,61.44,0,0,0,none
2023-10-20,S01,P08,37.25,19,707.68,0,0,0,none
2023-10-20,S01,P09,18.98,24,455.54,0,0,0,none
2023-10-20,S01,P10,16.33,7,114.32,0,0,0,none
2023-10-20,S01,P11,23.8,6,142.8,0,0,0,none
2023-10-20,S01,P12,29.93,12,359.18,0,0,0,none
2023-10-20,S02,P01,17.65,17,300.02,0,0,0,none
2023-10-20,S02,P02,25.12,26,653.1,0,0,0,none
2023-10-20,S02,P03,12.71,10,127.1,0,0,0,none
2023-10-20,S02,P04,19.77,16,316.27,0,0,0,none
2023-10-20,S02,P05,18.41,14,257.79,0,0,0,none
2023-10-20,S02,P06,19.84,21,416.55,0,0,0,none
2023-10-20,S02,P07,36.43,26,947.11,0,0,0,none
2023-10-20,S02,P08,22.92,17,389.59,0,0,0,none
2023-10-20,S02,P09,22.41,17,380.89,0,0,0,none
2023-10-20,S02,P10,12.04,3,36.11,0,0,0,none
2023-10-20,S02,P11,20.06,13,260.8,0,0,0,none
2023-10-20,S02,P12,29.34,9,264.08,0,0,0,none
2023-10-20,S03,P01,26.15,14,366.11,0,0,0,none
2023-10-20,S03,P02,6.19,10,61.89,0,0,0,none
2023-10-20,S03,P03,23.12,11,254.34,0,0,0,none
2023-10-20,S03,P04,19.57,10,195.75,0,0,0,none
2023-10-20,S03,P05,30.17,7,211.18,0,0,0,none
2023-10-20,S03,P06,29.72,24,713.17,0,0,0,none
2023-10-20,S03,P07,21.94,17,373.01,0,0,0,none
2023-10-20,S03,P08,27.76,23,638.39,0,0,0,none
2023-10-20,S03,P09,43.76,22,962.7,0,0,0,none
2023-10-20,S03,P10,20.21,3,60.63,0,0,0,none
2023-10-20,S03,P11,31.85,1,31.85,0,1,0,none
2023-10-20,S03,P12,12.59,15,188.87,0,0,0,none
2023-10-20,S04,P01,32.89,16,526.22,0,0,0,none
2023-10-20,S04,P02,10.37,20,207.33,0,0,0,none
2023-10-20,S04,P03,16.22,12,194.66,0,0,0,none
2023-10-20,S04,P04,20.21,15,303.15,0,0,0,none
2023-10-20,S04,P05,10.35,16,165.62,0,0,0,none
2023-10-20,S04,P06,22.66,20,453.16,0,0,0,none
2023-10-20,S04,P07,34.04,14,476.63,0,0,0,none
2023-10-20,S04,P08,16.65,18,299.65,0,0,0,none
2023-10-20,S04,P09,21.3,16,340.8,0,0,0,none
2023-10-20,S04,P10,20.76,7,145.34,0,0,0,none
2023-10-20,S04,P11,22.71,10,227.14,0,0,0,none
2023-10-20,S04,P12,8.59,15,128.92,0,0,0,none
2023-10-20,S05,P01,4.64,10,46.42,0,0,0,none
2023-10-20,S05,P02,16.2,17,275.46,0,0,0,none
2023-10-20,S05,P03,21.44,18,385.96,0,0,0,none
2023-10-20,S05,P04,15.87,11,174.61,0,0,0,none
2023-10-20,S05,P05,9.89,3,29.66,0,0,0,none
2023-10-20,S05,P06,31.09,17,528.57,0,0,0,none
2023-10-20,S05,P07,34.52,15,517.85,0,0,0,none
2023-10-20,S05,P08,30.46,17,517.81,0,0,0,none
2023-10-20,S05,P09,10.58,15,158.69,0,0,0,none
2023-10-20,S05,P10,19.48,11,214.29,0,0,0,none
2023-10-20,S05,P11,32.0,7,223.97,0,0,0,none
2023-10-20,S05,P12,46.42,15,696.25,0,0,0,none
2023-10-20,S06,P01,14.83,25,370.84,0,0,0,none
2023-10-20,S06,P02,23.26,21,488.55,0,0,0,none
2023-10-20,S06,P03,22.54,19,428.2,0,0,0,none
2023-10-20,S06,P04,28.85,22,634.75,0,0,0,none
2023-10-20,S06,P05,31.07,5,155.35,0,0,0,none
2023-10-20,S06,P06,24.54,16,392.68,0,0,0,none
2023-10-20,S06,P07,14.84,25,371.11,0,0,0,none
2023-10-20,S06,P08,17.83,13,231.83,0,0,0,none
