transaction_id,timestamp,hour,user_id,merchant_id,channel,country,device,amount,is_fraud
9883,2025-01-26 14:00:00,14,12150,1429,ecom,AU,ios,31.53,0
9884,2025-01-18 08:00:00,8,9164,2016,card_present,US,android,91.4,0
9885,2025-04-23 20:00:00,20,24004,1651,ecom,CA,ios,24.54,0
9886,2025-03-20 22:00:00,22,11933,2674,card_present,US,ios,12.31,0
9887,2025-01-08 22:00:00,22,2434,2799,ecom,US,ios,23.49,0
9888,2025-03-10 13:00:00,13,8165,1225,card_present,GB,web,24.31,0
9889,2025-04-27 20:00:00,20,17655,2689,card_present,IN,android,14.42,0
9890,2025-01-12 17:00:00,17,22133,215,ecom,US,android,21.02,0
9891,2025-02-02 22:00:00,22,16308,157,mobile_wallet,GB,android,17.58,0
9892,2025-04-27 09:00:00,9,24180,2037,mobile_wallet,US,android,20.08,0
9893,2025-01-27 10:00:00,10,24832,3674,card_present,US,web,33.65,0
9894,2025-03-19 06:00:00,6,17050,3311,ecom,US,ios,39.39,0
9895,2025-04-22 00:00:00,0,16269,2384,ecom,US,ios,39.79,0
9896,2025-02-22 01:00:00,1,9881,528,card_present,US,ios,51.74,0
9897,2025-02-10 17:00:00,17,2495,614,ecom,IN,web,43.21,0
9898,2025-04-28 07:00:00,7,8168,1394,ecom,GB,android,53.07,0
9899,2025-03-03 23:00:00,23,8508,1230,card_present,US,android,20.08,0
9900,2025-04-09 06:00:00,6,13391,3110,card_present,GB,android,37.05,0
9901,2025-02-25 12:00:00,12,15237,2799,ecom,IN,ios,20.57,0
9902,2025-02-18 12:00:00,12,6095,1887,card_present,US,ios,31.09,0
9903,2025-03-19 10:00:00,10,16460,792,card_present,CA,web,13.04,0
9904,2025-01-16 23:00:00,23,15636,2037,card_present,AU,android,57.82,0
9905,2025-04-26 05:00:00,5,13099,2811,card_present,IN,web,25.09,0
9906,2025-03-13 17:00:00,17,15650,2430,mobile_wallet,US,android,17.4,0
9907,2025-01-06 06:00:00,6,19167,826,mobile_wallet,AU,ios,12.4,0
9908,2025-03-28 06:00:00,6,8577,829,ecom,US,ios,15.16,0
9909,2025-04-08 15:00:00,15,23497,3641,card_present,US,android,13.77,0
9910,2025-04-16 10:00:00,10,21473,2363,card_present,US,android,27.73,0
9911,2025-03-28 00:00:00,0,3500,3244,card_present,US,android,88.4,0
9912,2025-01-14 08:00:00,8,19118,3192,ecom,GB,android,10.73,0
9913,2025-01-20 22:00:00,22,23470,2810,ecom,CA,ios,19.46,0
9914,2025-03-01 02:00:00,2,7782,2412,card_present,US,web,13.03,0
9915,2025-03-10 14:00:00,14,14855,1605,mobile_wallet,IN,android,25.44,0
9916,2025-04-15 20:00:00,20,3545,3725,card_present,CA,ios,43.0,0
9917,2025-01-31 04:00:00,4,13148,3096,card_present,GB,android,37.14,0
9918,2025-04-27 13:00:00,13,13958,1995,card_present,US,android,24.21,0
9919,2025-03-03 01:00:00,1,17909,3493,ecom,US,android,58.59,0
9920,2025-01-18 01:00:00,1,24546,89,ecom,US,android,18.14,0
9921,2025-01-24 01:00:00,1,17461,827,card_present,DE,web,9.45,0
9922,2025-01-29 06:00:00,6,23253,112,card_present,DE,android,36.48,0
9923,2025-03-25 19:00:00,19,22595,1337,ecom,IN,web,28.72,0
9924,2025-04-15 13:00:00,13,9468,2349,ecom,IN,ios,27.69,0
9925,2025-01-04 00:00:00,2,1804,413,ecom,US,ios,56.0,1
9926,2025-01-10 17:00:00,17,9655,802,mobile_wallet,GB,web,69.73,0
9927,2025-02-28 14:00:00,14,17628,590,mobile_wallet,US,ios,19.35,0
9928,2025-04-28 08:00:00,8,22607,2300,card_present,US,android,25.48,0
9929,2025-04-13 22:00:00,22,20366,719,mobile_wallet,CA,web,16.08,0
9930,2025-02-13 04:00:00,4,6410,2114,card_present,DE,ios,21.71,0
9931,2025-03-05 02:00:00,2,22116,2777,card_present,CA,android,14.18,0
9932,2025-03-23 02:00:00,2,9982,3408,ecom,GB,android,59.52,0
9933,2025-03-19 14:00:00,14,7165,1925,mobile_wallet,US,android,11.17,0
9934,2025-04-04 19:00:00,19,16320,3938,card_present,GB,android,91.55,0
9935,2025-03-01 16:00:00,16,4065,2031,card_present,US,ios,59.99,0
9936,2025-01-07 21:00:00,21,6231,1699,card_present,GB,web,18.1,0
9937,2025-04-24 07:00:00,7,7736,1637,card_present,US,android,74.73,0
9938,2025-03-19 15:00:00,15,8745,2020,ecom,US,web,37.34,0
9939,2025-04-01 13:00:00,13,13071,1899,ecom,CA,web,58.42,0
9940,2025-01-18 14:00:00,14,7998,3268,card_present,US,web,29.19,0
9941,2025-04-16 19:00:00,19,20441,1332,card_present,DE,ios,29.12,0
9942,2025-01-17 16:00:00,16,1802,1893,ecom,US,ios,19.66,0
9943,2025-01-10 03:00:00,3,10886,34,card_present,US,web,16.19,0
9944,2025-03-13 03:00:00,3,15665,3753,card_present,IN,web,33.56,0
9945,2025-02-17 17:00:00,17,996,984,card_present,IN,android,14.23,0
9946,2025-02-25 21:00:00,21,24802,3697,mobile_wallet,CA,ios,23.47,0
9947,2025-03-05 20:00:00,20,5209,1009,ecom,US,ios,8.93,0
9948,2025-01-16 13:00:00,13,6858,794,card_present,US,web,32.89,0
9949,2025-01-02 04:00:00,4,634,1980,card_present,US,android,14.66,0
9950,2025-04-02 17:00:00,17,19108,339,ecom,US,ios,21.65,0
9951,2025-03-04 13:00:00,13,17416,317,card_present,US,ios,24.44,0
9952,2025-03-17 04:00:00,4,23206,2395,ecom,DE,web,11.76,0
9953,2025-03-04 11:00:00,11,3745,1855,mobile_wallet,CA,android,18.0,0
9954,2025-03-08 21:00:00,21,20940,502,ecom,US,android,62.52,0
9955,2025-01-17 08:00:00,8,5943,2023,mobile_wallet,GB,android,32.97,0
9956,2025-01-31 07:00:00,7,5028,2192,card_present,US,web,19.08,0
9957,2025-03-14 11:00:00,11,5088,2831,card_present,DE,ios,28.64,0
9958,2025-03-13 01:00:00,1,16115,477,ecom,US,web,27.69,0
9959,2025-04-05 02:00:00,2,13832,3265,mobile_wallet,US,ios,18.72,0
9960,2025-01-02 17:00:00,17,16395,2635,ecom,GB,android,93.12,0
9961,2025-03-06 00:00:00,0,20010,3176,ecom,US,web,14.67,0
9962,2025-02-09 01:00:00,1,21821,1834,mobile_wallet,AU,ios,29.47,0
9963,2025-04-14 10:00:00,10,18800,595,card_present,US,android,24.03,0
9964,2025-02-19 14:00:00,14,21110,97,card_present,US,android,15.84,0
9965,2025-01-17 11:00:00,11,16883,3184,ecom,US,web,18.52,0
9966,2025-01-26 08:00:00,8,9908,2214,mobile_wallet,US,web,16.76,0
9967,2025-02-09 00:00:00,0,21052,1274,card_present,US,android,19.49,0
9968,2025-01-21 15:00:00,15,6060,3597,card_present,US,ios,10.82,0
9969,2025-01-22 21:00:00,21,15935,2272,card_present,US,android,7.99,0
9970,2025-01-09 18:00:00,18,7795,2181,ecom,US,android,26.7,0
9971,2025-02-08 05:00:00,5,11941,289,card_present,DE,android,26.6,0
9972,2025-03-10 23:00:00,23,14179,574,mobile_wallet,US,android,11.01,0
9973,2025-02-02 06:00:00,6,7362,2574,mobile_wallet,US,android,49.84,0
9974,2025-04-28 11:00:00,11,4440,3240,card_present,GB,web,13.06,0
9975,2025-01-16 15:00:00,15,15931,2996,card_present,GB,web,9.52,0
9976,2025-04-07 11:00:00,11,5275,3057,ecom,US,web,68.0,0
9977,2025-03-27 15:00:00,15,9993,3014,card_present,IN,web,25.15,0
9978,2025-02-24 08:00:00,8,23385,240,card_present,US,ios,33.82,0
9979,2025-01-06 06:00:00,6,1597,2705,card_present,AU,web,43.03,0
9980,2025-03-24 14:00:00,14,19948,2848,ecom,US,android,15.48,0
9981,2025-01-10 02:00:00,2,13067,2797,card_present,CA,android,16.12,0
9982,2025-01-29 18:00:00,18,16305,1609,card_present,US,android,11.58,0
9983,2025-03-30 10:00:00,10,21561,438,card_present,US,ios,19.8,0
9984,2025-02-23 20:00:00,20,17765,1668,card_present,DE,android,39.28,0
9985,2025-04-08 06:00:00,6,7720,3875,card_present,US,android,39.71,0
9986,2025-01-07 09:00:00,9,18191,3066,ecom,DE,android,14.82,0
9987,2025-04-13 20:00:00,20,19258,2888,card_present,GB,web,53.88,0
9988,2025-01-16 06:00:00,6,21274,3489,card_present,US,web,10.56,0
9989,2025-03-19 13:00:00,13,4129,1685,ecom,US,android,8.94,0
9990,2025-04-21 08:00:00,8,15795,34,card_present,US,ios,30.65,0
9991,2025-01-01 05:00:00,5,20783,21,ecom,US,web,17.53,0
9992,2025-03-22 02:00:00,2,1790,1417,card_present,GB,android,91.49,0
9993,2025-02-13 23:00:00,23,16770,3685,mobile_wallet,US,ios,13.98,0
9994,2025-03-21 18:00:00,18,12579,791,card_present,IN,android,34.83,0
9995,2025-04-22 03:00:00,3,17780,3719,ecom,IN,ios,84.66,0
9996,2025-01-08 15:00:00,15,21801,2978,card_present,US,android,41.91,0
9997,2025-01-03 13:00:00,13,7193,2023,mobile_wallet,CA,ios,29.07,0
9998,2025-02-07 22:00:00,22,13014,3750,ecom,IN,ios,26.03,0
9999,2025-03-21 19:00:00,19,14557,3630,ecom,US,ios,56.05,0
10000,2025-01-13 03:00:00,3,24337,2730,card_present,US,ios,40.23,0
10001,2025-02-04 15:00:00,15,3221,2553,card_present,US,web,94.62,0
10002,2025-04-30 03:00:00,3,24946,1384,card_present,US,web,14.06,0
10003,2025-03-19 22:00:00,22,1761,2821,card_present,DE,web,162.57,0
10004,2025-02-25 16:00:00,16,16765,2864,card_present,US,web,14.25,0
10005,2025-02-07 17:00:00,17,11299,2027,mobile_wallet,US,web,17.3,0
10006,2025-03-16 03:00:00,3,14724,2422,card_present,US,android,18.18,0
10007,2025-03-12 12:00:00,12,1348,1430,card_present,IN,android,26.21,0
10008,2025-02-11 07:00:00,7,2206,2688,ecom,US,web,12.61,0
10009,2025-02-21 05:00:00,5,5641,2412,ecom,CA,ios,25.74,0
10010,2025-03-30 17:00:00,17,9501,3944,card_present,US,ios,15.96,0
10011,2025-02-04 23:00:00,23,13489,3726,card_present,US,ios,30.77,0
10012,2025-02-23 16:00:00,16,8461,116,card_present,US,android,43.64,0
10013,2025-01-26 03:00:00,3,11510,902,ecom,US,web,39.21,0
10014,2025-01-13 09:00:00,9,4122,869,card_present,US,web,33.63,0
10015,2025-04-23 20:00:00,20,14292,919,card_present,DE,web,36.01,0
10016,2025-04-02 03:00:00,3,6388,255,mobile_wallet,CA,android,29.14,0
10017,2025-04-11 15:00:00,15,5244,934,ecom,US,web,22.73,0
10018,2025-03-30 06:00:00,6,19155,459,ecom,GB,android,10.3,0
10019,2025-02-28 06:00:00,6,177,2606,ecom,CA,web,28.78,0
10020,2025-03-04 22:00:00,22,24041,2638,card_present,US,web,68.78,0
10021,2025-01-11 12:00:00,12,7312,2974,card_present,US,web,40.71,0
10022,2025-04-06 04:00:00,4,5263,2028,mobile_wallet,US,android,25.56,0
10023,2025-03-26 12:00:00,12,9422,795,ecom,IN,web,25.19,0
10024,2025-01-25 21:00:00,21,7390,1365,ecom,GB,ios,46.45,0
10025,2025-04-25 11:00:00,11,6985,2995,card_present,US,web,48.17,0
10026,2025-04-24 23:00:00,23,6244,2828,card_present,US,ios,23.24,0
10027,2025-01-20 09:00:00,9,23967,1303,ecom,US,android,15.14,0
10028,2025-04-06 00:00:00,0,3674,353,ecom,GB,web,56.0,0
10029,2025-04-18 15:00:00,15,16513,1903,ecom,CA,ios,56.75,0
10030,2025-01-30 06:00:00,6,6408,2423,card_present,IN,android,54.48,0
10031,2025-04-18 11:00:00,11,16916,1346,ecom,IN,android,29.62,0
10032,2025-02-09 19:00:00,19,12597,900,card_present,DE,android,15.76,0
10033,2025-01-11 13:00:00,13,13440,3029,card_present,IN,web,17.92,0
10034,2025-01-10 03:00:00,3,3166,3737,mobile_wallet,DE,android,6.51,0
10035,2025-04-09 19:00:00,19,2626,2292,card_present,GB,web,34.5,0
10036,2025-03-07 01:00:00,1,16317,2142,card_present,IN,ios,24.68,0
10037,2025-01-27 17:00:00,17,2768,2124,card_present,CA,android,58.31,0
10038,2025-03-15 13:00:00,13,15051,3815,card_present,US,android,8.09,0
10039,2025-03-09 21:00:00,21,5530,331,card_present,US,ios,17.78,0
10040,2025-03-07 04:00:00,4,20127,991,ecom,US,web,31.7,0
10041,2025-01-08 06:00:00,6,6957,3665,card_present,US,android,28.33,0
10042,2025-02-11 02:00:00,2,17392,700,mobile_wallet,US,android,18.71,0
10043,2025-04-25 08:00:00,8,16655,3645,card_present,US,android,11.49,0
10044,2025-01-09 12:00:00,12,20643,2318,mobile_wallet,AU,web,3.22,0
10045,2025-03-14 16:00:00,16,4785,3810,card_present,GB,android,19.56,0
10046,2025-03-02 21:00:00,21,12643,3447,card_present,IN,ios,27.1,0
10047,2025-04-05 03:00:00,3,16135,3037,ecom,US,ios,29.5,0
10048,2025-02-26 01:00:00,1,19079,19,card_present,CA,android,19.36,0
10049,2025-02-11 10:00:00,10,18687,294,mobile_wallet,US,web,47.84,0
10050,2025-02-25 11:00:00,11,8992,1660,ecom,IN,android,56.05,0
10051,2025-01-01 06:00:00,6,12519,2518,mobile_wallet,US,android,56.85,0
10052,2025-04-06 06:00:00,6,273,2249,card_present,US,ios,18.46,0
10053,2025-04-15 10:00:00,10,16693,3217,card_present,GB,android,10.84,0
10054,2025-03-06 12:00:00,12,23851,1271,ecom,IN,android,15.31,0
10055,2025-02-17 17:00:00,17,16118,1678,card_present,US,ios,29.49,0
10056,2025-04-14 21:00:00,21,4448,1776,ecom,US,web,8.2,0
10057,2025-01-09 23:00:00,23,15740,2772,ecom,DE,android,85.69,0
10058,2025-03-04 05:00:00,5,12789,195,ecom,CA,web,20.92,0
10059,2025-01-29 00:00:00,0,13779,2752,card_present,US,ios,15.3,0
10060,2025-04-13 00:00:00,0,9557,3593,card_present,CA,web,62.42,0
10061,2025-03-01 04:00:00,4,13591,348,card_present,GB,android,19.9,0
10062,2025-03-12 10:00:00,10,15740,997,card_present,US,ios,19.79,0
10063,2025-01-15 17:00:00,17,10205,1710,ecom,GB,android,30.57,0
10064,2025-02-02 21:00:00,21,9842,2509,ecom,US,web,38.93,0
10065,2025-02-26 01:00:00,1,10078,1168,ecom,US,ios,22.95,0
10066,2025-01-01 11:00:00,11,22966,2367,ecom,AU,android,40.34,0
10067,2025-02-06 06:00:00,6,13816,140,card_present,US,web,48.49,0
10068,2025-02-14 03:00:00,3,16786,3562,card_present,CA,android,89.19,0
10069,2025-02-15 21:00:00,21,7327,1371,mobile_wallet,US,android,18.61,0
10070,2025-01-25 22:00:00,22,731,107,mobile_wallet,US,web,19.59,0
10071,2025-04-02 20:00:00,20,1353,3631,ecom,GB,android,50.46,0
10072,2025-01-08 22:00:00,22,4371,2122,card_present,US,android,9.64,0
10073,2025-01-06 13:00:00,13,6183,3569,ecom,US,android,13.22,0
10074,2025-01-08 03:00:00,3,836,3208,ecom,DE,android,25.79,0
10075,2025-02-21 03:00:00,3,18953,2574,card_present,US,android,5.96,0
10076,2025-01-03 02:00:00,2,19471,3835,ecom,US,web,6.24,0
10077,2025-02-13 10:00:00,10,12450,389,ecom,AU,web,19.25,0
10078,2025-04-24 12:00:00,12,18797,1460,card_present,AU,android,13.92,0
10079,2025-02-12 20:00:00,20,3079,1221,card_present,IN,ios,24.98,0
10080,2025-01-24 04:00:00,4,9452,1105,card_present,GB,android,37.23,0
10081,2025-04-05 08:00:00,8,18533,1728,ecom,GB,web,19.64,0
10082,2025-04-19 15:00:00,15,18778,3393,card_present,IN,android,19.23,0
10083,2025-02-22 18:00:00,18,20979,571,ecom,DE,android,12.53,0
10084,2025-04-23 06:00:00,6,13372,3928,mobile_wallet,GB,ios,66.2,0
10085,2025-01-27 02:00:00,2,5835,3049,ecom,US,web,102.87,1
10086,2025-03-05 00:00:00,0,20190,1626,ecom,US,android,46.07,0
10087,2025-03-01 09:00:00,9,4746,1831,mobile_wallet,DE,ios,20.08,0
10088,2025-03-23 14:00:00,14,7344,1404,card_present,US,ios,9.87,0
10089,2025-04-21 11:00:00,11,1242,621,card_present,IN,android,16.04,0
10090,2025-02-04 10:00:00,10,23182,3886,ecom,US,android,11.76,0
10091,2025-04-24 23:00:00,23,15831,2002,card_present,US,ios,12.64,0
10092,2025-02-22 07:00:00,7,7981,119,ecom,US,ios,87.51,0
10093,2025-02-10 00:00:00,0,23580,1212,card_present,US,android,70.12,0
10094,2025-02-18 17:00:00,17,15355,61,ecom,US,web,23.66,0
10095,2025-02-03 17:00:00,17,6597,3371,card_present,US,web,12.13,0
10096,2025-03-14 06:00:00,6,4130,1477,ecom,IN,android,42.98,0
10097,2025-02-25 00:00:00,0,17670,3017,ecom,GB,android,47.07,0
10098,2025-03-03 19:00:00,19,17143,2594,card_present,US,android,38.42,0
10099,2025-03-05 01:00:00,1,22459,1920,card_present,IN,web,12.61,0
10100,2025-04-05 06:00:00,6,14673,2477,card_present,US,android,60.17,0
10101,2025-02-07 01:00:00,1,716,728,card_present,US,android,26.77,0
10102,2025-03-26 18:00:00,18,19287,2957,card_present,CA,web,13.97,0
10103,2025-03-13 23:00:00,23,4316,475,mobile_wallet,US,web,24.84,0
10104,2025-02-12 14:00:00,14,11502,330,ecom,DE,android,32.37,0
10105,2025-03-29 23:00:00,23,17179,2916,card_present,US,web,27.46,0
10106,2025-04-07 23:00:00,23,8176,3184,card_present,GB,ios,46.38,0
10107,2025-04-14 14:00:00,14,14915,2149,card_present,US,android,16.21,0
10108,2025-04-11 14:00:00,14,20592,3406,card_present,AU,ios,50.6,0
10109,2025-04-22 12:00:00,12,434,1939,card_present,CA,android,26.11,0
10110,2025-02-02 06:00:00,6,18239,3562,card_present,GB,ios,51.05,0
10111,2025-01-23 18:00:00,18,24751,22,card_present,CA,web,27.35,0
10112,2025-03-10 12:00:00,12,17334,2365,card_present,CA,android,33.07,0
10113,2025-01-27 04:00:00,4,4371,3590,card_present,US,web,14.27,0
10114,2025-02-24 01:00:00,1,1689,2327,card_present,US,android,52.6,0
10115,2025-02-01 03:00:00,3,15672,1106,card_present,GB,web,25.8,0
10116,2025-02-24 03:00:00,3,22223,1279,card_present,US,android,18.59,0
10117,2025-02-16 10:00:00,10,2012,1585,ecom,GB,android,19.81,0
10118,2025-03-19 05:00:00,5,3328,3903,ecom,GB,web,9.77,0
10119,2025-02-10 15:00:00,15,18648,3669,card_present,US,android,48.24,0
10120,2025-03-07 19:00:00,19,17487,1779,card_present,CA,web,37.86,0
10121,2025-02-11 23:00:00,23,7463,96,card_present,US,android,27.95,0
10122,2025-02-10 10:00:00,10,21487,1901,card_present,US,ios,16.97,0
10123,2025-03-10 07:00:00,7,15899,2136,ecom,IN,android,37.15,0
10124,2025-04-30 18:00:00,18,20052,11,ecom,CA,ios,60.74,0
10125,2025-01-09 19:00:00,19,6575,590,card_present,US,web,18.34,0
10126,2025-04-21 11:00:00,3,557,2330,ecom,CA,web,105.15,1
10127,2025-03-06 06:00:00,6,22701,1976,ecom,CA,android,12.09,0
10128,2025-02-14 19:00:00,19,8530,3948,card_present,IN,web,36.78,0
10129,2025-01-09 12:00:00,12,9703,3522,mobile_wallet,GB,android,33.26,0
10130,2025-04-21 08:00:00,8,19592,1348,card_present,US,android,15.02,0
10131,2025-03-11 12:00:00,12,8923,1327,card_present,US,ios,29.75,0
10132,2025-03-30 20:00:00,20,19247,3376,card_present,DE,web,40.84,0
10133,2025-04-14 18:00:00,18,12423,2453,card_present,US,web,42.28,0
10134,2025-01-27 06:00:00,6,88,1868,mobile_wallet,US,ios,12.44,0
10135,2025-02-18 19:00:00,19,21046,2686,card_present,US,android,46.77,0
10136,2025-04-01 14:00:00,14,19977,2389,ecom,US,ios,35.56,0
10137,2025-03-02 11:00:00,11,12176,1933,mobile_wallet,DE,ios,31.32,0
10138,2025-01-02 08:00:00,8,16315,1771,ecom,US,web,19.7,0
10139,2025-04-08 17:00:00,17,2374,199,card_present,US,web,16.77,0
10140,2025-03-24 12:00:00,12,4034,3485,ecom,US,android,58.66,0
10141,2025-01-11 18:00:00,18,13401,1746,card_present,AU,web,66.44,0
10142,2025-04-20 21:00:00,21,24898,1635,ecom,CA,android,70.91,0
10143,2025-01-22 02:00:00,2,12367,3927,ecom,US,web,12.37,0
10144,2025-01-05 21:00:00,21,22736,3481,card_present,US,android,19.81,0
10145,2025-04-28 12:00:00,12,3032,3380,ecom,US,web,19.04,0
10146,2025-01-28 20:00:00,20,1804,3856,card_present,US,web,52.92,0
10147,2025-02-01 02:00:00,2,23072,2357,card_present,AU,android,6.3,0
10148,2025-04-18 11:00:00,11,6379,860,ecom,US,web,15.06,0
10149,2025-01-03 13:00:00,13,10602,1515,ecom,US,web,12.28,0
10150,2025-01-06 08:00:00,8,21473,832,card_present,IN,ios,12.36,0
10151,2025-02-09 13:00:00,13,4502,1922,ecom,GB,ios,19.27,0
10152,2025-02-24 11:00:00,11,1669,3896,card_present,DE,web,23.8,0
10153,2025-04-12 22:00:00,22,8514,3954,card_present,CA,ios,14.32,0
10154,2025-01-12 03:00:00,3,21949,357,mobile_wallet,GB,ios,10.09,0
10155,2025-01-18 20:00:00,20,2980,1478,ecom,GB,ios,44.49,0
10156,2025-02-16 00:00:00,0,1543,4000,card_present,US,android,32.74,0
10157,2025-03-05 10:00:00,10,1731,2134,card_present,CA,web,15.54,0
10158,2025-03-12 14:00:00,14,19683,3258,mobile_wallet,US,web,28.06,0
10159,2025-03-24 07:00:00,7,2058,2396,card_present,CA,ios,25.61,0
10160,2025-02-15 22:00:00,22,18622,164,card_present,GB,android,35.77,0
10161,2025-03-11 19:00:00,19,23759,107,mobile_wallet,US,android,13.42,0
10162,2025-03-27 03:00:00,3,16861,601,card_present,CA,android,60.52,0
10163,2025-03-19 16:00:00,16,7241,433,card_present,US,android,31.7,0
10164,2025-03-26 21:00:00,21,14538,3527,card_present,GB,android,25.07,0
10165,2025-04-25 18:00:00,18,15480,2564,card_present,US,web,11.81,0
10166,2025-04-25 08:00:00,8,10048,1962,ecom,US,ios,78.65,0
10167,2025-01-28 02:00:00,2,12143,1281,ecom,US,android,11.26,0
10168,2025-04-29 22:00:00,22,6769,1959,card_present,DE,android,32.99,0
10169,2025-03-14 03:00:00,3,10703,2982,card_present,DE,android,26.58,0
10170,2025-01-30 01:00:00,1,20093,1675,card_present,IN,web,33.61,0
10171,2025-03-15 11:00:00,11,24813,2523,ecom,US,web,23.35,0
10172,2025-02-27 20:00:00,20,1071,2621,card_present,US,android,40.37,0
10173,2025-03-04 15:00:00,15,23765,1774,ecom,IN,web,19.39,0
10174,2025-01-31 01:00:00,1,5268,1103,card_present,IN,android,8.67,0
10175,2025-04-21 11:00:00,11,21698,2344,ecom,US,web,19.4,0
10176,2025-03-18 16:00:00,16,2344,2870,ecom,DE,ios,33.85,0
10177,2025-02-24 08:00:00,8,16323,248,card_present,IN,android,36.57,0
10178,2025-02-03 13:00:00,13,24370,314,ecom,US,ios,85.18,0
10179,2025-03-02 09:00:00,9,14734,2093,card_present,US,android,38.33,0
10180,2025-01-02 10:00:00,10,13121,1705,ecom,US,android,20.48,0
10181,2025-04-15 10:00:00,10,24516,840,ecom,US,android,50.6,0
10182,2025-01-02 14:00:00,14,9617,3185,card_present,US,ios,50.58,0
10183,2025-04-20 18:00:00,18,8329,559,ecom,US,web,30.58,0
10184,2025-03-06 15:00:00,15,11457,3270,ecom,US,android,21.91,0
10185,2025-01-11 21:00:00,21,15140,1650,mobile_wallet,IN,android,19.39,0
10186,2025-04-28 17:00:00,17,21167,3786,ecom,IN,ios,17.72,0
10187,2025-04-07 06:00:00,6,24938,40,ecom,IN,ios,26.05,0
10188,2025-01-29 11:00:00,11,24722,2130,ecom,US,web,27.86,0
10189,2025-03-15 17:00:00,17,13577,429,card_present,DE,android,17.44,0
10190,2025-03-07 02:00:00,2,8515,1147,card_present,AU,android,7.11,0
10191,2025-04-08 14:00:00,14,13788,3948,card_present,GB,android,19.82,0
10192,2025-02-16 00:00:00,0,22209,2634,ecom,US,web,46.45,0
10193,2025-01-15 02:00:00,2,6826,2660,card_present,US,ios,10.97,0
10194,2025-02-17 10:00:00,10,24865,2753,ecom,US,android,34.72,0
10195,2025-03-04 18:00:00,18,5882,2455,card_present,DE,android,20.91,0
10196,2025-02-01 00:00:00,0,190,3529,ecom,GB,ios,33.75,0
10197,2025-04-29 04:00:00,4,5311,2866,card_present,US,android,32.55,0
10198,2025-01-14 18:00:00,18,20637,3744,card_present,US,web,35.55,0
10199,2025-04-19 20:00:00,20,15151,431,card_present,CA,android,33.75,0
10200,2025-03-15 14:00:00,14,6727,2728,mobile_wallet,US,web,42.35,0
10201,2025-04-11 23:00:00,23,18443,943,card_present,US,web,12.34,0
10202,2025-01-03 14:00:00,14,23667,3577,card_present,US,ios,35.85,0
10203,2025-04-24 12:00:00,12,3678,115,card_present,CA,web,26.69,0
10204,2025-03-18 21:00:00,21,22792,1785,card_present,AU,android,30.74,0
10205,2025-02-23 03:00:00,3,18386,3239,card_present,US,ios,33.02,0
10206,2025-04-06 00:00:00,0,8245,2445,card_present,GB,android,51.14,0
10207,2025-02-14 13:00:00,13,1738,3738,card_present,US,android,40.96,0
10208,2025-01-31 17:00:00,17,11476,1455,card_present,US,android,46.31,0
10209,2025-03-31 13:00:00,13,21873,1077,mobile_wallet,AU,web,17.43,0
10210,2025-03-11 08:00:00,8,14773,350,ecom,IN,android,52.81,0
10211,2025-03-23 15:00:00,15,1844,1646,card_present,US,android,32.43,0
10212,2025-04-11 08:00:00,8,14596,2560,card_present,US,android,107.27,0
10213,2025-02-03 07:00:00,7,20074,3611,card_present,GB,android,37.15,0
10214,2025-02-07 09:00:00,9,7255,3741,mobile_wallet,GB,android,30.06,0
10215,2025-03-25 10:00:00,10,5274,2600,ecom,IN,android,14.81,0
10216,2025-03-20 16:00:00,16,4343,494,card_present,US,web,51.38,0
10217,2025-02-13 10:00:00,10,3371,2513,card_present,US,ios,25.18,0
10218,2025-02-28 12:00:00,12,3940,2325,card_present,US,ios,37.43,0
10219,2025-03-30 13:00:00,13,14367,45,card_present,US,android,11.59,0
10220,2025-04-02 13:00:00,13,10188,3778,card_present,DE,web,31.15,0
10221,2025-04-16 04:00:00,4,9897,3717,ecom,DE,android,84.64,0
10222,2025-01-24 05:00:00,5,8419,1239,card_present,IN,web,27.92,0
10223,2025-03-15 11:00:00,11,16926,2020,card_present,US,web,25.24,0
10224,2025-01-02 08:00:00,8,5857,517,mobile_wallet,US,web,16.14,0
10225,2025-04-16 12:00:00,12,9679,649,ecom,US,android,30.58,0
10226,2025-02-27 12:00:00,12,21754,1468,card_present,IN,android,33.13,0
10227,2025-03-08 09:00:00,9,16898,3144,card_present,US,web,42.99,0
10228,2025-03-19 09:00:00,9,7185,1216,ecom,US,android,52.91,0
10229,2025-01-09 22:00:00,22,6725,2643,mobile_wallet,US,web,12.17,0
10230,2025-02-22 13:00:00,13,10247,1879,card_present,US,android,15.28,0
10231,2025-01-06 02:00:00,2,5839,3308,card_present,US,android,18.46,0
10232,2025-02-26 20:00:00,20,11162,1332,ecom,US,web,34.49,0
10233,2025-01-02 15:00:00,15,13108,2413,card_present,CA,android,40.46,0
10234,2025-01-30 09:00:00,9,17265,804,card_present,US,ios,16.27,0
10235,2025-04-05 06:00:00,6,17301,2373,ecom,IN,ios,22.33,0
10236,2025-03-18 06:00:00,6,1687,1209,card_present,GB,ios,95.61,0
10237,2025-01-29 00:00:00,0,12606,1213,ecom,IN,web,19.03,0
10238,2025-01-01 02:00:00,2,11851,3012,card_present,US,web,14.8,0
10239,2025-03-26 23:00:00,23,19676,1550,ecom,IN,android,14.26,0
10240,2025-04-10 05:00:00,5,3324,2194,card_present,IN,android,46.32,0
