order_id,customer_id,order_date,items,revenue
O00005282,C000622,2025-01-05,4,20.25
O00005283,C000622,2025-02-03,2,36.29
O00005284,C000622,2025-03-01,2,36.27
O00005285,C000622,2025-03-04,1,34.17
O00005286,C000622,2025-05-21,3,27.69
O00005287,C000622,2025-07-26,7,27.44
O00005288,C000622,2025-10-02,1,26.36
O00005289,C000622,2025-11-12,4,33.0
O00005290,C000623,2024-01-12,2,130.22
O00005291,C000623,2024-03-22,4,94.0
O00005292,C000623,2024-04-26,6,88.53
O00005293,C000623,2024-06-01,3,108.63
O00005294,C000623,2024-06-09,5,119.86
O00005295,C000623,2024-06-16,2,89.47
O00005296,C000623,2024-06-25,6,69.35
O00005297,C000623,2024-12-21,2,56.87
O00005298,C000623,2024-12-26,4,84.96
O00005299,C000623,2024-12-31,1,48.43
O00005300,C000623,2025-02-26,3,87.97
O00005301,C000623,2025-02-27,4,77.94
O00005302,C000623,2025-04-23,2,75.72
O00005303,C000623,2025-05-23,2,116.01
O00005304,C000623,2025-06-28,3,61.15
O00005305,C000623,2025-08-06,1,74.97
O00005306,C000623,2025-12-03,5,73.79
O00005307,C000623,2025-12-08,3,107.07
O00005308,C000623,2025-12-10,9,73.99
O00005309,C000624,2024-02-11,8,25.39
O00005310,C000624,2024-05-02,2,31.4
O00005311,C000624,2024-12-23,2,28.58
O00005312,C000624,2024-12-27,1,34.85
O00005313,C000624,2025-01-28,4,33.72
O00005314,C000624,2025-10-17,4,45.97
O00005315,C000624,2025-12-08,3,26.02
O00005316,C000624,2025-12-08,3,34.91
O00005317,C000624,2025-12-30,4,31.14
O00005318,C000625,2024-04-28,2,37.0
O00005319,C000625,2024-08-09,2,52.81
O00005320,C000625,2024-08-28,2,45.98
O00005321,C000625,2025-02-07,2,37.53
O00005322,C000625,2025-05-12,3,79.93
O00005323,C000625,2025-07-27,5,40.7
O00005324,C000625,2025-08-09,4,37.45
O00005325,C000626,2024-02-18,3,34.75
O00005326,C000626,2024-02-20,1,48.63
O00005327,C000626,2024-03-20,7,47.66
O00005328,C000626,2024-05-31,3,37.55
O00005329,C000626,2024-10-31,3,41.33
O00005330,C000626,2024-12-10,6,48.1
O00005331,C000626,2025-01-05,3,42.33
O00005332,C000626,2025-03-20,3,32.45
O00005333,C000626,2025-06-04,4,40.96
O00005334,C000627,2024-06-03,3,39.22
O00005335,C000627,2024-09-11,4,38.12
O00005336,C000627,2024-10-11,5,21.78
O00005337,C000627,2024-11-14,3,32.74
O00005338,C000627,2025-03-13,3,17.95
O00005339,C000628,2024-12-17,3,14.99
O00005340,C000628,2025-01-11,1,18.02
O00005341,C000628,2025-03-26,3,15.7
O00005342,C000628,2025-05-30,3,17.32
O00005343,C000628,2025-06-26,4,20.69
O00005344,C000628,2025-07-21,4,11.09
O00005345,C000628,2025-12-21,2,13.77
O00005346,C000628,2025-12-26,1,16.43
O00005347,C000629,2024-03-01,2,73.81
O00005348,C000629,2025-02-09,2,50.4
O00005349,C000629,2025-08-11,5,72.36
O00005350,C000630,2024-06-13,3,29.79
O00005351,C000630,2025-06-12,6,25.66
O00005352,C000630,2025-08-19,4,32.11
O00005353,C000630,2025-09-17,6,22.83
O00005354,C000630,2025-09-20,1,25.93
O00005355,C000631,2024-01-15,3,29.3
O00005356,C000631,2024-12-15,1,29.6
O00005357,C000631,2024-12-26,5,45.78
O00005358,C000631,2025-03-25,6,49.31
O00005359,C000631,2025-04-15,1,47.23
O00005360,C000631,2025-05-13,7,57.74
O00005361,C000631,2025-07-14,2,48.05
O00005362,C000631,2025-12-18,2,44.61
O00005363,C000632,2024-01-07,2,19.64
O00005364,C000632,2024-02-06,4,12.78
O00005365,C000632,2024-03-08,3,16.13
O00005366,C000632,2024-06-20,4,13.98
O00005367,C000632,2024-08-19,3,22.14
O00005368,C000632,2024-08-24,1,14.39
O00005369,C000632,2024-10-23,1,6.23
O00005370,C000632,2025-06-23,3,8.1
O00005371,C000633,2025-02-08,3,24.5
O00005372,C000634,2024-03-31,1,21.15
O00005373,C000634,2024-06-24,3,47.72
O00005374,C000634,2024-10-11,3,46.91
O00005375,C000634,2024-10-11,4,53.75
O00005376,C000634,2025-05-08,3,64.08
O00005377,C000634,2025-06-16,2,61.9
O00005378,C000635,2024-03-30,1,10.48
O00005379,C000635,2024-04-10,5,9.61
O00005380,C000635,2024-09-20,1,11.34
O00005381,C000635,2025-08-07,2,14.87
O00005382,C000635,2025-08-21,4,12.63
O00005383,C000636,2024-04-08,3,62.32
O00005384,C000636,2024-04-23,3,43.4
O00005385,C000636,2024-06-04,3,48.01
O00005386,C000636,2024-06-06,5,38.15
O00005387,C000636,2024-06-19,3,63.12
O00005388,C000636,2024-07-01,6,60.38
O00005389,C000636,2024-08-04,4,53.22
O00005390,C000636,2024-08-20,3,60.43
O00005391,C000636,2024-08-26,2,55.13
O00005392,C000636,2024-11-27,4,66.49
O00005393,C000636,2025-01-09,3,86.59
O00005394,C000636,2025-02-24,2,70.28
O00005395,C000636,2025-05-10,6,27.23
O00005396,C000636,2025-05-30,2,48.18
O00005397,C000636,2025-07-27,4,60.17
O00005398,C000636,2025-08-19,2,101.88
O00005399,C000636,2025-08-23,5,72.69
O00005400,C000636,2025-09-09,5,57.87
O00005401,C000636,2025-10-26,2,61.63
O00005402,C000636,2025-11-30,1,60.47
O00005403,C000636,2025-12-12,2,41.36
O00005404,C000637,2024-01-23,2,18.58
O00005405,C000637,2024-05-27,4,10.28
O00005406,C000637,2024-07-09,1,12.66
O00005407,C000637,2024-08-27,5,9.29
O00005408,C000637,2025-04-17,3,9.88
O00005409,C000637,2025-06-29,5,17.71
O00005410,C000637,2025-09-18,3,11.28
O00005411,C000638,2024-05-20,4,22.19
O00005412,C000638,2024-08-25,4,24.18
O00005413,C000638,2024-10-02,5,25.98
O00005414,C000638,2024-10-22,3,17.99
O00005415,C000638,2025-01-15,1,15.37
O00005416,C000638,2025-06-16,2,13.31
O00005417,C000638,2025-10-23,4,22.04
O00005418,C000638,2025-12-22,1,19.21
O00005419,C000639,2024-08-22,3,8.59
O00005420,C000639,2024-09-15,2,10.26
O00005421,C000639,2024-10-05,3,15.82
O00005422,C000639,2025-03-31,1,18.37
O00005423,C000639,2025-07-14,2,16.37
O00005424,C000639,2025-11-19,4,11.19
O00005425,C000640,2025-04-23,4,22.14
O00005426,C000640,2025-08-16,1,35.49
O00005427,C000640,2025-08-30,4,27.46
O00005428,C000640,2025-10-30,3,30.55
O00005429,C000640,2025-12-24,4,23.3
O00005430,C000641,2024-04-30,3,40.79
O00005431,C000641,2024-05-10,1,34.4
O00005432,C000641,2024-06-27,5,27.67
O00005433,C000641,2024-09-25,3,28.82
O00005434,C000641,2024-11-19,4,24.59
O00005435,C000641,2024-12-05,2,23.75
O00005436,C000641,2024-12-19,1,29.48
O00005437,C000641,2025-02-19,5,26.95
O00005438,C000641,2025-05-18,3,22.57
O00005439,C000641,2025-07-10,1,44.46
O00005440,C000641,2025-07-11,2,35.25
O00005441,C000641,2025-08-16,2,18.29
O00005442,C000641,2025-11-26,6,20.24
O00005443,C000641,2025-12-30,4,29.5
O00005444,C000642,2024-03-27,3,12.79
O00005445,C000642,2024-12-16,4,14.22
O00005446,C000642,2025-01-05,8,11.99
O00005447,C000642,2025-02-14,3,15.57
O00005448,C000642,2025-06-24,3,11.42
O00005449,C000642,2025-08-15,2,12.54
O00005450,C000642,2025-09-12,3,12.23
O00005451,C000643,2024-02-23,1,13.51
O00005452,C000643,2024-03-24,3,16.54
O00005453,C000643,2024-06-17,1,15.76
O00005454,C000643,2024-06-26,2,16.27
O00005455,C000643,2024-12-04,2,19.34
O00005456,C000643,2024-12-05,4,20.92
O00005457,C000643,2024-12-14,5,13.39
O00005458,C000643,2025-03-09,5,12.64
O00005459,C000643,2025-05-03,6,22.47
O00005460,C000643,2025-05-10,3,19.15
O00005461,C000643,2025-06-20,3,19.27
O00005462,C000643,2025-07-10,2,10.88
O00005463,C000644,2024-03-17,1,50.26
O00005464,C000644,2024-08-13,3,39.94
O00005465,C000644,2024-10-24,1,46.47
O00005466,C000644,2024-12-17,4,36.49
O00005467,C000644,2025-06-27,4,30.65
O00005468,C000644,2025-09-27,3,37.38
O00005469,C000645,2024-08-05,5,24.89
O00005470,C000645,2024-08-29,2,15.18
O00005471,C000645,2025-01-02,2,20.31
O00005472,C000645,2025-01-30,1,23.16
O00005473,C000645,2025-06-02,3,22.54
O00005474,C000646,2025-01-01,2,34.22
O00005475,C000646,2025-08-14,4,46.2
O00005476,C000646,2025-12-21,3,41.58
O00005477,C000647,2024-07-29,4,21.07
O00005478,C000647,2024-10-08,2,29.06
O00005479,C000647,2025-03-06,4,31.21
O00005480,C000647,2025-09-01,3,34.35
O00005481,C000647,2025-09-26,4,20.36
O00005482,C000648,2024-04-04,3,23.83
O00005483,C000648,2024-06-11,1,32.79
O00005484,C000648,2024-06-30,2,33.64
O00005485,C000648,2025-05-30,3,16.04
O00005486,C000648,2025-10-26,2,30.99
O00005487,C000649,2024-03-04,3,69.76
O00005488,C000649,2024-03-29,4,70.96
O00005489,C000649,2024-04-25,2,72.11
O00005490,C000649,2024-08-10,4,68.87
O00005491,C000649,2024-10-14,3,58.04
O00005492,C000649,2025-02-09,1,96.18
O00005493,C000649,2025-02-14,5,63.71
O00005494,C000649,2025-05-30,3,59.31
O00005495,C000649,2025-06-09,3,41.63
O00005496,C000649,2025-06-25,3,22.26
O00005497,C000649,2025-09-18,3,39.57
O00005498,C000649,2025-12-28,3,46.04
O00005499,C000650,2024-01-13,3,26.48
O00005500,C000650,2024-01-29,2,23.77
O00005501,C000650,2024-02-08,3,20.13
O00005502,C000650,2024-05-05,6,20.18
O00005503,C000650,2024-11-12,2,21.96
O00005504,C000650,2024-12-12,2,42.03
O00005505,C000650,2025-03-10,3,23.26
O00005506,C000650,2025-09-12,5,29.7
O00005507,C000651,2024-03-27,4,31.21
O00005508,C000651,2024-08-20,4,48.65
O00005509,C000651,2025-04-29,2,52.2
O00005510,C000651,2025-12-20,2,48.36
O00005511,C000652,2024-03-22,1,34.18
O00005512,C000652,2025-05-29,4,48.99
O00005513,C000653,2024-03-19,1,18.22
O00005514,C000653,2024-10-28,4,19.5
O00005515,C000653,2025-02-12,3,17.83
O00005516,C000653,2025-10-18,5,23.42
O00005517,C000654,2024-03-19,4,27.15
O00005518,C000654,2024-09-10,3,22.71
O00005519,C000654,2024-09-23,3,25.5
O00005520,C000654,2025-01-13,2,28.25
O00005521,C000654,2025-03-07,3,33.76
O00005522,C000654,2025-10-22,3,19.47
O00005523,C000654,2025-11-14,2,24.5
O00005524,C000655,2024-03-18,2,31.49
O00005525,C000655,2024-08-06,4,39.62
O00005526,C000655,2025-07-31,3,26.75
O00005527,C000655,2025-10-14,2,16.68
O00005528,C000656,2024-02-02,5,18.87
O00005529,C000656,2024-04-28,7,25.74
O00005530,C000656,2024-07-08,2,13.76
O00005531,C000656,2024-07-19,4,23.54
O00005532,C000656,2024-07-26,3,18.06
O00005533,C000656,2024-10-12,3,28.48
O00005534,C000656,2024-11-01,5,13.36
O00005535,C000656,2024-12-27,2,24.25
O00005536,C000656,2025-05-21,4,17.49
O00005537,C000656,2025-05-25,2,23.85
O00005538,C000656,2025-09-25,5,29.5
O00005539,C000656,2025-12-28,5,36.18
O00005540,C000657,2024-01-23,4,50.11
O00005541,C000657,2024-03-20,3,59.5
O00005542,C000657,2024-11-03,3,51.01
O00005543,C000657,2025-03-02,3,34.88
O00005544,C000657,2025-05-31,4,64.13
O00005545,C000657,2025-10-05,3,29.62
O00005546,C000658,2024-12-01,3,34.05
O00005547,C000658,2025-05-17,3,23.54
O00005548,C000658,2025-08-17,4,19.77
O00005549,C000658,2025-09-06,3,24.71
O00005550,C000658,2025-10-28,3,16.93
O00005551,C000659,2024-07-06,4,22.55
O00005552,C000659,2024-09-26,3,31.91
O00005553,C000659,2024-12-12,4,22.62
O00005554,C000659,2025-06-15,3,19.83
O00005555,C000659,2025-12-23,4,29.96
O00005556,C000660,2024-06-01,1,21.26
O00005557,C000660,2024-08-03,1,20.22
O00005558,C000660,2025-05-17,3,14.82
O00005559,C000660,2025-05-28,4,19.06
O00005560,C000660,2025-07-02,3,20.73
O00005561,C000660,2025-08-19,2,18.23
O00005562,C000660,2025-10-14,4,26.4
O00005563,C000661,2024-03-14,4,29.5
O00005564,C000661,2024-06-10,3,32.81
O00005565,C000661,2024-07-29,3,38.1
O00005566,C000661,2024-09-20,2,32.28
O00005567,C000661,2024-11-20,4,75.01
O00005568,C000661,2024-11-27,3,57.58
O00005569,C000661,2024-12-08,3,55.31
O00005570,C000661,2025-02-21,3,46.63
O00005571,C000661,2025-06-14,1,60.87
O00005572,C000661,2025-09-19,1,78.91
O00005573,C000661,2025-10-14,2,50.98
O00005574,C000662,2024-01-03,4,17.68
O00005575,C000662,2024-03-21,3,24.05
O00005576,C000662,2024-03-26,2,23.53
O00005577,C000662,2024-08-15,3,24.32
O00005578,C000662,2024-08-29,2,20.72
O00005579,C000662,2024-11-24,5,24.95
O00005580,C000662,2025-03-06,5,17.73
O00005581,C000662,2025-03-13,3,17.1
O00005582,C000662,2025-03-29,5,18.33
O00005583,C000662,2025-07-06,4,23.81
O00005584,C000662,2025-07-25,1,14.3
O00005585,C000662,2025-08-02,4,14.58
O00005586,C000663,2024-10-21,5,25.28
O00005587,C000663,2025-09-26,3,24.99
O00005588,C000664,2024-02-25,2,24.29
O00005589,C000664,2024-04-12,7,17.44
O00005590,C000664,2024-06-11,3,24.48
O00005591,C000664,2024-06-19,3,18.15
O00005592,C000664,2024-09-08,3,11.65
O00005593,C000664,2024-09-25,5,26.8
O00005594,C000664,2024-12-04,2,24.13
O00005595,C000664,2025-02-11,1,16.79
O00005596,C000664,2025-05-05,3,23.06
O00005597,C000664,2025-05-16,1,29.59
O00005598,C000664,2025-07-27,4,13.75
O00005599,C000665,2024-03-17,3,34.52
O00005600,C000665,2024-04-26,4,25.19
O00005601,C000665,2024-10-11,3,35.71
O00005602,C000665,2024-11-27,2,25.13
O00005603,C000665,2025-01-02,1,24.05
O00005604,C000665,2025-03-27,2,44.72
O00005605,C000665,2025-06-08,3,31.34
O00005606,C000666,2024-07-20,2,53.69
O00005607,C000666,2024-07-24,2,51.76
O00005608,C000666,2024-10-21,3,26.64
O00005609,C000666,2025-11-29,1,32.35
O00005610,C000667,2024-04-10,3,19.2
O00005611,C000667,2024-05-10,6,16.31
O00005612,C000667,2024-09-13,2,12.82
O00005613,C000667,2025-01-23,7,12.26
O00005614,C000667,2025-02-11,1,19.14
O00005615,C000667,2025-03-31,2,20.24
O00005616,C000667,2025-07-09,1,20.49
O00005617,C000667,2025-07-22,4,22.58
O00005618,C000667,2025-12-18,3,16.96
O00005619,C000668,2024-06-29,3,18.61
O00005620,C000668,2024-10-29,3,23.04
O00005621,C000668,2024-11-18,6,24.97
O00005622,C000668,2025-01-17,2,19.2
O00005623,C000668,2025-07-02,5,16.78
O00005624,C000668,2025-09-29,4,11.32
O00005625,C000668,2025-10-05,2,16.31
O00005626,C000668,2025-12-15,4,18.42
O00005627,C000668,2025-12-20,3,24.74
O00005628,C000668,2025-12-24,3,28.71
O00005629,C000669,2024-05-21,4,54.02
O00005630,C000669,2024-09-05,2,112.58
O00005631,C000669,2024-09-13,3,75.45
O00005632,C000669,2024-12-17,4,73.58
O00005633,C000669,2025-05-18,3,51.7
O00005634,C000669,2025-05-22,1,105.64
O00005635,C000669,2025-10-15,3,70.98
O00005636,C000669,2025-10-30,2,113.58
O00005637,C000669,2025-10-31,1,98.71
O00005638,C000670,2024-08-09,4,33.98
O00005639,C000670,2024-08-17,2,35.76
O00005640,C000670,2025-07-26,5,26.9
O00005641,C000671,2024-01-24,4,31.13
O00005642,C000671,2024-04-10,3,25.01
O00005643,C000671,2024-08-26,4,47.88
O00005644,C000671,2024-12-08,2,33.96
O00005645,C000671,2025-02-07,8,30.54
O00005646,C000671,2025-03-17,5,41.14
O00005647,C000671,2025-05-25,5,38.44
O00005648,C000671,2025-07-12,3,34.61
O00005649,C000671,2025-09-03,3,41.42
O00005650,C000671,2025-09-14,5,33.04
O00005651,C000671,2025-10-21,4,48.01
O00005652,C000672,2024-02-27,8,33.38
O00005653,C000672,2024-03-02,6,22.13
O00005654,C000672,2024-04-29,3,33.63
O00005655,C000672,2024-06-17,3,37.3
O00005656,C000672,2024-06-24,2,18.99
O00005657,C000672,2024-07-10,2,38.49
O00005658,C000672,2024-10-04,4,32.12
O00005659,C000672,2025-02-05,6,38.09
O00005660,C000672,2025-03-18,2,32.14
O00005661,C000672,2025-06-06,3,30.34
O00005662,C000672,2025-10-12,3,38.67
O00005663,C000673,2024-03-07,5,18.6
O00005664,C000673,2025-01-02,3,28.94
O00005665,C000673,2025-02-18,5,33.48
O00005666,C000673,2025-03-17,4,32.69
O00005667,C000673,2025-05-11,3,19.99
O00005668,C000674,2024-08-17,3,19.95
O00005669,C000674,2024-10-17,6,5.0
O00005670,C000674,2025-01-26,2,17.38
O00005671,C000675,2024-02-04,4,26.59
O00005672,C000675,2024-04-03,1,32.6
O00005673,C000675,2024-04-30,3,21.16
O00005674,C000675,2024-09-13,2,23.3
O00005675,C000675,2024-11-06,5,34.36
O00005676,C000675,2024-11-09,3,35.18
O00005677,C000675,2024-11-11,3,30.85
O00005678,C000675,2025-01-17,5,23.15
O00005679,C000675,2025-04-26,6,28.67
O00005680,C000675,2025-06-08,1,33.5
O00005681,C000675,2025-07-13,2,24.46
O00005682,C000675,2025-08-28,3,23.54
O00005683,C000675,2025-10-30,2,26.5
O00005684,C000676,2025-07-01,3,47.25
O00005685,C000677,2024-01-26,2,26.64
O00005686,C000677,2024-09-04,2,24.08
O00005687,C000677,2024-11-18,1,13.42
O00005688,C000677,2025-05-06,5,35.04
O00005689,C000677,2025-06-04,3,23.81
O00005690,C000677,2025-10-25,3,34.6
O00005691,C000678,2024-01-09,1,26.19
O00005692,C000678,2024-09-10,5,29.38
O00005693,C000678,2024-12-30,2,26.7
O00005694,C000678,2025-02-25,4,21.49
O00005695,C000678,2025-04-16,2,24.21
O00005696,C000678,2025-06-14,3,22.49
O00005697,C000679,2024-03-21,2,15.68
O00005698,C000679,2024-03-21,2,16.37
O00005699,C000679,2024-04-26,3,10.66
O00005700,C000679,2024-06-22,2,12.31
O00005701,C000679,2024-10-04,2,22.49
O00005702,C000679,2024-12-05,3,15.29
O00005703,C000679,2024-12-08,2,8.15
O00005704,C000679,2025-01-13,2,16.13
O00005705,C000679,2025-04-08,3,22.86
O00005706,C000679,2025-04-16,3,17.55
O00005707,C000679,2025-10-04,2,20.57
O00005708,C000679,2025-10-04,3,16.12
O00005709,C000679,2025-12-14,4,14.86
O00005710,C000680,2024-01-12,5,99.24
O00005711,C000680,2024-02-13,4,93.0
O00005712,C000680,2024-03-09,3,66.07
O00005713,C000680,2024-03-15,4,78.6
O00005714,C000680,2024-05-22,1,99.14
O00005715,C000680,2024-06-07,2,71.41
O00005716,C000680,2024-07-12,5,95.68
O00005717,C000680,2024-09-06,2,76.62
O00005718,C000680,2024-09-30,5,68.03
O00005719,C000680,2024-10-29,3,80.11
O00005720,C000680,2025-01-25,6,104.75
O00005721,C000680,2025-05-03,2,126.21
O00005722,C000680,2025-05-14,6,57.86
O00005723,C000680,2025-05-16,4,73.29
O00005724,C000680,2025-07-01,2,118.74
O00005725,C000680,2025-08-17,2,79.91
O00005726,C000680,2025-10-28,5,103.62
O00005727,C000680,2025-11-13,2,92.25
O00005728,C000681,2024-02-09,3,26.25
O00005729,C000681,2024-02-24,1,47.18
O00005730,C000681,2024-04-01,3,81.58
O00005731,C000681,2024-05-28,5,65.52
O00005732,C000681,2024-06-02,1,51.06
O00005733,C000681,2024-10-11,2,34.24
O00005734,C000681,2024-11-26,4,61.17
O00005735,C000681,2024-12-30,2,40.97
O00005736,C000681,2025-03-25,1,36.93
O00005737,C000681,2025-04-07,7,48.16
O00005738,C000681,2025-05-19,3,31.18
O00005739,C000681,2025-10-02,2,48.81
O00005740,C000681,2025-10-06,7,53.17
O00005741,C000681,2025-10-25,5,62.85
O00005742,C000681,2025-11-27,6,64.99
O00005743,C000682,2024-05-06,1,8.74
O00005744,C000682,2024-06-07,4,11.72
O00005745,C000682,2024-06-17,3,15.94
O00005746,C000682,2024-08-25,3,9.49
O00005747,C000682,2024-10-01,1,9.72
O00005748,C000682,2025-06-16,3,15.83
O00005749,C000682,2025-11-05,3,15.92
O00005750,C000683,2024-02-06,3,19.27
O00005751,C000683,2024-09-06,3,18.19
O00005752,C000683,2025-01-09,5,14.29
O00005753,C000683,2025-08-01,3,9.81
O00005754,C000684,2024-03-12,3,24.05
O00005755,C000684,2024-06-08,1,27.78
O00005756,C000684,2024-10-15,3,37.21
O00005757,C000684,2025-01-14,2,30.64
O00005758,C000684,2025-01-25,4,42.56
O00005759,C000684,2025-07-02,1,26.9
O00005760,C000684,2025-09-03,3,32.27
O00005761,C000684,2025-12-01,5,27.28
O00005762,C000684,2025-12-13,5,40.31
O00005763,C000685,2024-02-15,3,37.15
O00005764,C000685,2024-03-12,3,42.5
O00005765,C000685,2024-05-26,1,53.99
O00005766,C000685,2024-06-15,4,45.09
O00005767,C000685,2024-07-17,2,37.68
O00005768,C000685,2024-11-28,5,45.26
O00005769,C000685,2025-01-24,5,43.24
O00005770,C000685,2025-02-10,3,35.15
O00005771,C000685,2025-04-08,4,74.75
O00005772,C000685,2025-07-14,3,39.56
O00005773,C000685,2025-10-03,4,44.59
O00005774,C000685,2025-10-06,4,25.41
O00005775,C000685,2025-12-14,4,21.03
O00005776,C000685,2025-12-15,2,40.59
O00005777,C000686,2024-04-19,5,32.64
O00005778,C000686,2024-12-25,6,32.6
O00005779,C000686,2025-07-14,4,35.85
O00005780,C000687,2024-01-12,3,12.65
O00005781,C000687,2024-04-08,2,5.99
O00005782,C000687,2024-06-23,4,9.97
O00005783,C000687,2024-10-05,4,14.39
O00005784,C000687,2024-12-09,3,13.72
O00005785,C000687,2024-12-17,5,14.08
O00005786,C000687,2025-02-14,5,5.32
O00005787,C000687,2025-02-15,3,6.03
O00005788,C000687,2025-05-01,5,12.1
O00005789,C000687,2025-05-25,1,12.88
O00005790,C000687,2025-07-04,4,11.93
O00005791,C000687,2025-07-16,3,15.8
O00005792,C000687,2025-08-31,2,6.37
O00005793,C000687,2025-09-01,5,11.4
O00005794,C000688,2024-03-04,2,25.38
O00005795,C000688,2024-06-21,3,27.02
O00005796,C000688,2025-03-25,2,40.52
O00005797,C000688,2025-04-16,4,34.31
O00005798,C000688,2025-05-10,4,39.95
O00005799,C000688,2025-11-28,2,26.92
O00005800,C000689,2024-01-03,4,22.46
O00005801,C000689,2024-01-18,6,44.33
O00005802,C000689,2024-02-03,5,32.66
O00005803,C000689,2024-03-26,5,32.11
O00005804,C000689,2024-05-05,3,15.44
O00005805,C000689,2024-06-06,4,28.52
O00005806,C000689,2024-06-27,3,21.14
O00005807,C000689,2024-08-24,2,23.06
O00005808,C000689,2024-10-06,3,29.05
O00005809,C000689,2025-03-13,1,28.71
O00005810,C000689,2025-04-06,5,29.16
O00005811,C000689,2025-05-24,4,22.29
O00005812,C000689,2025-06-15,1,20.19
O00005813,C000689,2025-07-25,1,27.7
O00005814,C000689,2025-10-24,5,23.3
O00005815,C000690,2024-02-28,2,39.14
O00005816,C000690,2024-04-04,3,27.42
O00005817,C000690,2024-05-10,5,48.43
O00005818,C000690,2024-05-27,5,34.44
O00005819,C000690,2024-06-12,1,17.95
O00005820,C000690,2024-07-10,4,30.7
O00005821,C000690,2024-08-31,2,29.72
O00005822,C000690,2024-09-01,1,16.44
O00005823,C000690,2024-09-22,3,30.78
O00005824,C000690,2024-11-15,2,39.9
O00005825,C000690,2025-01-03,4,38.61
O00005826,C000690,2025-07-13,4,25.77
O00005827,C000690,2025-07-24,2,13.36
O00005828,C000690,2025-07-27,3,18.78
O00005829,C000690,2025-09-05,7,17.87
O00005830,C000690,2025-10-31,2,26.04
O00005831,C000690,2025-11-23,2,25.89
O00005832,C000691,2024-01-18,2,28.98
O00005833,C000691,2024-04-10,1,30.98
O00005834,C000691,2024-05-17,4,38.63
O00005835,C000691,2024-05-29,3,28.94
O00005836,C000691,2024-07-02,4,46.69
O00005837,C000691,2024-09-17,4,30.92
O00005838,C000691,2024-10-01,1,29.61
O00005839,C000691,2025-09-10,4,23.78
O00005840,C000691,2025-09-22,3,29.4
O00005841,C000692,2024-01-23,4,14.77
O00005842,C000692,2024-05-27,4,30.58
O00005843,C000692,2024-08-05,1,17.2
O00005844,C000692,2024-10-11,3,26.27
O00005845,C000692,2025-02-06,4,19.38
O00005846,C000692,2025-12-15,1,25.4
O00005847,C000693,2024-02-01,2,15.4
O00005848,C000693,2024-02-26,2,28.61
O00005849,C000693,2024-05-10,2,26.2
O00005850,C000693,2024-05-16,1,22.69
O00005851,C000693,2024-06-18,2,22.44
O00005852,C000693,2024-08-29,4,16.2
O00005853,C000693,2024-12-03,2,14.62
O00005854,C000693,2025-04-20,2,26.15
O00005855,C000693,2025-07-03,2,24.6
O00005856,C000693,2025-09-30,5,24.24
O00005857,C000693,2025-11-10,3,9.49
O00005858,C000694,2024-03-22,6,16.26
O00005859,C000694,2024-08-17,2,32.84
O00005860,C000694,2024-10-08,2,43.5
O00005861,C000694,2025-01-18,2,37.82
O00005862,C000694,2025-06-04,3,37.91
O00005863,C000694,2025-07-15,7,27.02
O00005864,C000694,2025-08-04,3,37.09
O00005865,C000694,2025-08-21,3,29.97
O00005866,C000694,2025-10-16,4,30.61
O00005867,C000695,2024-01-12,4,26.75
O00005868,C000695,2024-01-23,2,30.71
O00005869,C000695,2024-02-01,3,42.07
O00005870,C000695,2024-03-20,4,28.59
O00005871,C000695,2024-05-27,2,18.71
O00005872,C000695,2024-08-15,5,39.88
O00005873,C000695,2024-09-17,3,29.15
O00005874,C000695,2025-01-13,2,35.5
O00005875,C000695,2025-02-02,3,23.73
O00005876,C000695,2025-03-10,4,24.15
O00005877,C000695,2025-03-28,4,34.1
O00005878,C000695,2025-04-07,4,35.59
O00005879,C000695,2025-05-23,2,40.67
O00005880,C000695,2025-07-14,6,33.44
O00005881,C000695,2025-08-28,3,27.43
O00005882,C000695,2025-09-21,3,32.04
O00005883,C000695,2025-10-13,4,39.87
O00005884,C000695,2025-12-16,3,26.2
O00005885,C000695,2025-12-21,3,46.02
O00005886,C000696,2024-03-15,2,12.55
O00005887,C000696,2024-04-25,4,12.46
O00005888,C000696,2024-06-28,4,22.13
O00005889,C000696,2024-08-03,2,25.69
O00005890,C000696,2024-10-08,5,26.99
O00005891,C000696,2024-11-04,3,20.85
O00005892,C000696,2024-11-30,3,22.58
O00005893,C000696,2025-01-06,6,20.97
O00005894,C000696,2025-06-29,4,22.17
O00005895,C000696,2025-12-11,4,7.94
O00005896,C000696,2025-12-14,4,19.36
O00005897,C000697,2024-02-25,3,28.97
O00005898,C000697,2024-02-26,5,41.22
O00005899,C000697,2024-03-13,2,23.25
O00005900,C000697,2024-04-13,1,23.43
O00005901,C000697,2024-05-16,2,37.97
O00005902,C000697,2024-05-31,2,27.15
O00005903,C000697,2024-06-10,4,43.22
O00005904,C000697,2024-06-26,1,23.43
O00005905,C000697,2024-08-23,3,30.27
O00005906,C000697,2024-10-10,3,22.36
O00005907,C000697,2025-01-23,2,34.25
O00005908,C000697,2025-02-19,5,42.57
O00005909,C000697,2025-02-22,1,20.94
O00005910,C000697,2025-04-15,4,52.88
O00005911,C000697,2025-05-11,6,28.32
O00005912,C000698,2024-04-02,1,43.09
O00005913,C000698,2024-07-20,3,30.49
O00005914,C000698,2025-02-02,2,35.35
O00005915,C000698,2025-02-21,6,31.87
O00005916,C000698,2025-09-12,2,38.38
