customer_id,plan,region,acquisition_channel,tenure_months,seats,monthly_price,tickets_last_90d,nps,weekly_active_days,feature_adoption,used_discount,churned
C001208,basic,NA,sales,40,9,29.93,3,33.9,3.38,0.457,0,0
C001209,basic,NA,paid,17,11,22.26,0,8.3,2.91,0.264,1,1
C001210,basic,EU,sales,30,7,29.45,3,51.8,2.45,0.621,0,0
C001211,pro,EU,paid,31,8,63.06,2,34.2,1.31,0.746,0,0
C001212,pro,APAC,organic,3,7,45.69,0,85.0,2.74,0.202,0,0
C001213,pro,EU,organic,55,8,73.13,0,26.4,3.77,0.454,0,0
C001214,basic,EU,organic,48,10,27.97,1,48.2,3.45,0.823,0,0
C001215,basic,APAC,partner,33,11,33.6,1,17.1,6.02,0.159,0,0
C001216,basic,NA,organic,43,8,26.74,2,35.4,4.25,0.17,0,0
C001217,basic,EU,sales,7,10,17.52,0,42.6,5.28,0.344,1,0
C001218,pro,APAC,paid,59,8,62.41,4,73.9,3.01,0.216,0,1
C001219,pro,NA,paid,39,11,81.45,0,18.4,1.41,0.394,1,0
C001220,basic,NA,paid,57,6,29.09,3,17.5,4.72,0.475,1,1
C001221,basic,NA,paid,52,11,21.13,1,28.7,4.83,0.427,0,0
C001222,basic,NA,paid,36,5,29.6,2,-15.3,2.16,0.314,0,0
C001223,pro,EU,paid,18,4,66.24,1,49.3,0.87,0.583,0,0
C001224,pro,NA,organic,42,7,62.69,0,26.5,1.22,0.7,0,0
C001225,basic,EU,paid,31,8,25.35,2,39.3,4.99,0.261,0,0
C001226,pro,NA,organic,25,8,65.1,0,16.1,3.76,0.4,0,0
C001227,basic,NA,paid,43,11,24.64,0,25.4,3.42,0.67,0,0
C001228,basic,NA,paid,54,5,23.06,1,43.7,4.61,0.327,0,0
C001229,enterprise,NA,organic,11,23,267.6,0,39.7,3.24,0.764,0,1
C001230,basic,LATAM,paid,34,9,19.38,2,3.0,1.21,0.038,0,1
C001231,basic,NA,organic,47,11,22.6,3,49.5,2.75,0.586,0,0
C001232,pro,NA,paid,20,9,65.17,1,33.3,7.0,0.487,0,1
C001233,basic,NA,paid,21,11,23.72,0,21.3,5.33,0.103,0,0
C001234,pro,NA,paid,1,6,69.83,1,17.4,4.1,0.722,0,0
C001235,basic,EU,paid,20,10,18.37,0,42.6,2.6,0.218,1,0
C001236,basic,APAC,organic,36,5,28.52,2,1.3,4.24,0.418,1,0
C001237,basic,NA,organic,59,10,33.05,0,-0.7,5.11,0.578,1,0
C001238,basic,EU,paid,32,8,20.76,3,55.3,4.18,0.568,0,1
C001239,basic,EU,organic,18,7,21.81,1,35.1,3.61,0.675,0,0
C001240,basic,APAC,organic,49,8,20.39,2,40.1,3.11,0.528,0,0
C001241,pro,EU,organic,12,9,62.81,1,21.8,5.19,0.384,0,0
C001242,basic,NA,organic,12,5,30.21,0,41.7,3.64,0.379,0,0
C001243,basic,APAC,sales,32,7,25.77,3,10.5,3.32,0.129,0,0
C001244,basic,APAC,organic,49,3,19.06,0,39.3,3.36,0.327,0,0
C001245,basic,EU,organic,13,6,26.95,1,0.8,2.79,0.043,0,0
C001246,basic,LATAM,sales,1,12,26.17,0,53.9,3.88,0.824,1,0
C001247,pro,APAC,sales,44,4,72.42,0,51.7,1.14,0.671,0,0
C001248,basic,NA,organic,36,14,19.78,3,20.3,2.78,0.355,0,0
C001249,pro,APAC,sales,42,6,56.5,1,16.3,2.55,0.31,0,0
C001250,enterprise,EU,organic,24,17,199.06,1,42.6,4.62,0.084,0,1
C001251,basic,EU,partner,8,4,30.76,2,3.5,4.15,0.284,0,1
C001252,basic,EU,organic,20,6,30.92,1,12.1,7.0,0.284,0,0
C001253,basic,APAC,organic,29,9,16.91,3,56.9,3.26,0.484,0,0
C001254,pro,EU,organic,26,6,62.03,1,21.3,4.65,0.585,1,0
C001255,basic,EU,paid,54,5,21.04,0,34.4,0.82,0.311,0,0
C001256,pro,NA,organic,14,9,61.33,0,-5.2,3.57,0.437,0,1
C001257,pro,NA,organic,19,3,62.12,0,40.9,2.73,0.232,0,0
C001258,pro,LATAM,paid,12,11,74.52,1,66.3,1.85,0.305,0,0
C001259,basic,APAC,organic,35,10,23.54,0,34.8,3.9,0.424,0,0
C001260,enterprise,NA,sales,49,31,231.16,0,59.4,6.03,0.368,0,0
C001261,basic,APAC,organic,53,2,21.32,0,11.2,4.1,0.526,0,0
C001262,basic,APAC,organic,14,5,20.45,2,82.9,1.58,0.213,0,0
C001263,basic,EU,organic,26,6,30.26,0,26.0,0.78,0.305,0,0
C001264,enterprise,NA,organic,45,42,180.67,0,4.0,3.86,0.281,0,0
C001265,pro,EU,organic,3,11,73.09,1,-13.1,2.75,0.138,0,1
C001266,pro,NA,paid,43,12,84.22,1,45.1,1.76,0.844,0,0
C001267,basic,NA,paid,9,6,26.28,2,57.1,4.5,0.546,0,1
C001268,enterprise,EU,organic,3,23,255.33,1,-15.8,5.42,0.46,0,0
C001269,basic,LATAM,organic,7,3,24.0,0,41.4,1.37,0.556,0,0
C001270,basic,NA,partner,53,3,16.63,3,22.3,4.98,0.437,0,1
C001271,enterprise,APAC,organic,41,19,162.95,0,54.8,2.62,0.274,0,1
C001272,basic,LATAM,paid,48,9,24.17,2,9.4,3.45,0.301,1,1
C001273,basic,NA,sales,42,10,29.1,0,45.1,5.06,0.566,1,1
C001274,pro,NA,organic,48,8,64.75,1,76.1,2.43,0.533,0,0
C001275,basic,APAC,paid,30,8,22.22,2,14.5,3.45,0.456,1,0
C001276,basic,APAC,sales,49,16,30.07,2,5.7,2.23,0.479,1,1
C001277,basic,NA,paid,4,10,19.08,4,76.1,4.06,0.343,0,0
C001278,basic,EU,sales,35,3,38.18,1,30.5,4.23,0.418,1,1
C001279,pro,EU,organic,46,7,72.11,1,23.7,1.56,0.476,0,0
C001280,pro,APAC,paid,60,8,68.73,0,11.5,2.44,0.196,0,0
C001281,basic,APAC,organic,22,9,31.22,2,57.8,5.57,0.348,0,0
C001282,basic,NA,organic,11,6,25.9,3,22.7,4.43,0.242,0,1
C001283,basic,NA,sales,44,7,19.83,0,23.6,3.87,0.294,1,1
C001284,pro,NA,organic,5,6,50.58,0,15.3,4.97,0.676,0,1
C001285,enterprise,LATAM,sales,47,28,223.94,2,29.2,2.47,0.138,0,0
C001286,enterprise,LATAM,paid,43,26,239.17,1,36.8,3.09,0.192,0,0
C001287,basic,APAC,sales,42,10,28.96,2,59.0,2.33,0.159,1,0
C001288,basic,NA,sales,18,6,27.42,2,-1.3,1.46,0.541,1,0
C001289,basic,EU,paid,8,8,25.28,0,17.7,2.56,0.508,0,1
C001290,pro,NA,sales,37,8,77.65,3,72.5,3.51,0.15,1,1
C001291,basic,NA,partner,22,8,33.51,1,30.7,4.4,0.51,0,0
C001292,pro,NA,paid,24,7,65.39,0,43.9,5.29,0.673,0,1
C001293,pro,APAC,paid,12,8,59.93,3,20.0,3.72,0.287,0,0
C001294,basic,NA,organic,21,8,26.15,1,20.7,4.45,0.752,0,0
C001295,basic,EU,organic,50,6,16.71,0,49.3,4.87,0.717,0,0
C001296,basic,LATAM,organic,54,6,24.71,0,20.4,4.94,0.283,0,0
C001297,basic,EU,organic,21,6,23.96,1,45.1,2.74,0.219,0,0
C001298,basic,NA,organic,9,12,24.14,1,54.4,2.64,0.39,0,0
C001299,pro,LATAM,paid,3,8,74.55,0,-9.8,3.63,0.227,1,1
C001300,basic,EU,paid,12,12,18.75,1,29.9,6.49,0.272,0,0
C001301,basic,EU,paid,1,7,24.81,0,26.4,4.89,0.537,0,0
C001302,pro,EU,sales,41,11,63.56,0,41.9,3.02,0.317,1,1
C001303,pro,APAC,sales,39,14,52.96,1,58.3,3.62,0.611,0,0
C001304,basic,EU,sales,47,8,29.16,0,16.4,3.99,0.429,0,0
C001305,pro,EU,paid,20,11,75.44,1,51.6,1.89,0.408,0,0
C001306,enterprise,EU,organic,50,31,198.56,0,50.7,2.54,0.545,0,0
C001307,pro,NA,sales,11,6,70.49,1,31.9,4.24,0.175,0,0
C001308,pro,APAC,organic,14,11,58.58,1,34.9,4.61,0.829,0,0
C001309,basic,NA,organic,55,6,16.88,3,23.1,3.4,0.269,0,0
C001310,enterprise,NA,organic,53,48,182.4,0,7.6,2.96,0.624,0,0
C001311,basic,NA,paid,36,12,20.72,1,46.2,4.12,0.096,0,1
C001312,enterprise,NA,paid,37,21,230.49,0,35.7,2.21,0.773,1,0
C001313,pro,NA,organic,43,9,82.73,2,35.3,2.33,0.909,0,0
C001314,basic,EU,partner,50,9,22.89,1,59.4,7.0,0.67,1,0
C001315,basic,NA,organic,14,11,27.57,5,12.7,2.51,0.659,0,1
C001316,pro,NA,organic,5,7,60.38,2,21.4,4.82,0.135,0,1
C001317,pro,APAC,organic,12,6,65.29,1,-31.6,3.06,0.691,0,1
C001318,basic,LATAM,organic,22,8,27.54,1,39.9,4.46,0.716,0,1
C001319,pro,EU,partner,15,13,64.3,1,3.2,4.91,0.345,0,0
C001320,pro,NA,organic,32,13,69.08,0,32.3,1.41,0.299,0,0
C001321,basic,NA,organic,9,12,26.79,0,-11.9,3.48,0.338,0,1
C001322,basic,NA,organic,35,12,26.07,0,31.6,1.93,0.396,1,0
C001323,basic,NA,partner,43,6,24.16,1,33.7,2.3,0.629,0,0
C001324,pro,LATAM,sales,6,7,66.6,0,24.4,5.52,0.466,0,0
C001325,basic,APAC,paid,18,4,27.6,2,22.2,2.48,0.594,0,0
C001326,pro,NA,paid,33,5,63.35,1,12.5,2.59,0.537,0,1
C001327,basic,LATAM,sales,4,10,24.1,2,63.9,4.49,0.343,0,1
C001328,pro,NA,organic,40,4,55.77,2,3.6,7.0,0.299,0,0
C001329,basic,NA,organic,46,7,32.66,2,71.2,2.99,0.482,0,0
C001330,basic,NA,paid,22,10,20.9,1,21.5,2.52,0.517,0,0
C001331,pro,NA,organic,1,10,62.96,1,65.4,3.35,0.576,0,1
C001332,basic,APAC,organic,31,9,33.05,1,30.5,4.6,0.441,0,1
C001333,basic,NA,organic,53,5,20.57,0,48.6,5.05,0.288,0,0
C001334,enterprise,EU,organic,18,22,248.25,1,-0.2,1.81,0.175,0,0
C001335,enterprise,NA,organic,51,15,180.74,2,-14.5,6.07,0.296,0,0
C001336,pro,LATAM,organic,53,8,74.25,0,61.5,4.41,0.48,0,0
C001337,basic,EU,organic,17,4,14.9,2,66.1,2.48,0.196,0,0
C001338,pro,EU,sales,36,13,67.67,2,9.1,3.27,0.236,0,0
C001339,pro,NA,paid,3,7,67.52,1,72.8,4.26,0.563,0,1
C001340,basic,LATAM,organic,34,7,29.04,3,-19.9,3.61,0.66,0,0
C001341,basic,EU,organic,53,4,25.16,0,27.7,3.39,0.482,0,1
C001342,pro,NA,organic,57,6,75.87,3,13.7,6.51,0.188,0,0
C001343,basic,APAC,organic,12,7,10.3,0,24.9,4.34,0.274,1,0
C001344,pro,NA,organic,40,7,78.16,2,60.2,2.96,0.292,0,1
C001345,enterprise,NA,organic,4,24,223.33,2,-14.3,3.11,0.164,0,0
C001346,pro,EU,partner,17,8,76.98,0,33.9,6.02,0.426,0,0
C001347,basic,NA,partner,51,5,21.81,3,-11.5,4.1,0.744,0,0
C001348,basic,EU,partner,39,6,23.63,3,7.0,2.1,0.868,1,1
C001349,basic,NA,paid,24,6,22.28,1,39.3,3.27,0.495,0,1
C001350,basic,NA,paid,58,6,21.91,1,28.7,3.56,0.36,0,0
C001351,pro,NA,paid,46,4,57.69,0,32.4,2.16,0.203,0,0
C001352,pro,NA,sales,2,4,74.52,2,-5.3,5.9,0.277,0,1
C001353,basic,LATAM,paid,5,6,16.55,3,57.9,1.85,0.35,0,1
C001354,basic,EU,paid,38,9,31.53,1,8.4,5.91,0.145,0,0
C001355,pro,EU,partner,53,6,59.05,1,52.0,1.95,0.568,1,0
C001356,basic,NA,paid,10,12,28.26,2,24.8,4.02,0.608,0,0
C001357,basic,APAC,organic,33,9,31.52,3,51.0,5.34,0.121,1,0
C001358,basic,NA,organic,49,8,23.93,2,73.2,3.4,0.217,0,0
C001359,pro,NA,organic,52,8,62.59,2,24.1,2.45,0.745,1,0
C001360,basic,EU,organic,39,9,19.58,2,76.3,3.81,0.359,0,0
C001361,pro,EU,organic,60,8,68.43,4,44.7,4.16,0.228,0,0
C001362,basic,APAC,organic,57,7,17.21,0,34.9,5.5,0.267,0,0
C001363,pro,APAC,organic,51,8,53.49,0,-1.4,1.93,0.647,0,0
C001364,basic,APAC,sales,41,7,27.58,5,15.2,2.31,0.416,0,0
C001365,basic,NA,organic,60,9,18.38,2,37.4,6.47,0.379,0,0
C001366,basic,NA,organic,2,13,31.14,0,20.8,3.91,0.464,0,0
C001367,basic,NA,organic,6,10,15.07,3,37.9,4.18,0.453,0,1
C001368,basic,APAC,organic,31,9,18.36,4,36.5,4.63,0.499,0,0
C001369,basic,LATAM,paid,41,7,24.83,4,0.5,3.77,0.66,0,0
C001370,basic,LATAM,paid,55,9,28.56,2,15.5,5.35,0.61,0,1
C001371,basic,NA,organic,41,3,18.16,0,61.8,4.53,0.9,0,0
C001372,enterprise,APAC,paid,14,38,191.29,1,15.4,3.68,0.518,0,1
C001373,basic,EU,organic,55,6,29.09,0,-3.7,1.5,0.379,0,0
C001374,pro,APAC,paid,5,10,62.0,0,6.9,5.03,0.43,0,0
C001375,enterprise,EU,sales,6,33,210.47,2,47.6,6.23,0.459,0,0
C001376,basic,NA,sales,44,3,30.84,1,15.1,5.3,0.646,0,0
C001377,pro,NA,organic,58,4,48.06,1,-5.9,0.5,0.258,0,0
C001378,pro,LATAM,paid,31,13,64.17,0,19.1,5.34,0.361,0,0
C001379,pro,NA,partner,9,8,75.01,0,42.2,4.55,0.104,0,0
C001380,basic,NA,sales,3,11,24.2,2,9.1,3.68,0.273,0,1
C001381,basic,NA,organic,59,8,19.59,2,40.1,1.76,0.131,1,0
C001382,basic,NA,organic,17,4,31.26,1,36.2,2.53,0.652,1,0
C001383,basic,LATAM,organic,39,5,27.44,2,32.8,4.25,0.191,0,1
C001384,enterprise,NA,organic,20,34,208.51,3,5.3,2.99,0.247,0,0
C001385,enterprise,NA,paid,13,32,271.04,2,-1.0,6.48,0.847,0,1
C001386,basic,APAC,organic,41,8,28.87,4,56.4,1.36,0.454,0,1
C001387,pro,EU,organic,45,5,57.6,2,44.8,3.47,0.045,0,1
C001388,basic,NA,partner,29,7,27.77,2,36.4,1.33,0.011,0,0
C001389,enterprise,NA,organic,31,45,218.46,1,37.0,1.3,0.813,1,0
C001390,basic,NA,sales,30,9,18.15,0,46.1,2.01,0.249,0,1
C001391,enterprise,NA,partner,36,26,225.9,2,13.7,1.11,0.401,0,0
C001392,pro,NA,sales,49,7,63.26,4,52.3,4.37,0.426,0,0
C001393,basic,NA,partner,43,11,23.41,3,20.5,2.48,0.296,0,0
C001394,basic,APAC,organic,17,9,22.14,4,22.7,2.07,0.094,1,0
C001395,pro,APAC,organic,15,6,70.94,1,67.9,3.55,0.399,0,0
C001396,basic,APAC,sales,41,10,25.01,0,44.3,3.31,0.063,0,1
C001397,basic,NA,organic,39,8,30.4,0,11.1,3.25,0.042,1,0
C001398,enterprise,NA,organic,23,15,255.89,3,41.0,3.02,0.269,1,0
C001399,pro,LATAM,paid,51,15,59.49,1,19.2,4.12,0.303,0,0
C001400,basic,APAC,organic,26,10,27.42,2,28.1,4.46,0.466,0,1
C001401,basic,EU,organic,21,7,29.68,4,35.2,2.15,0.47,1,0
C001402,basic,NA,organic,34,7,25.24,7,-13.8,5.9,0.634,1,0
C001403,enterprise,NA,organic,12,35,194.9,1,16.8,3.58,0.487,0,0
C001404,basic,EU,paid,42,9,18.36,4,19.7,5.22,0.5,0,0
C001405,basic,EU,organic,54,7,12.84,4,31.9,3.74,0.133,0,0
C001406,basic,NA,organic,57,4,23.04,4,-6.7,4.76,0.535,0,0
C001407,enterprise,LATAM,organic,27,43,254.79,0,-10.8,1.49,0.553,0,0
C001408,basic,EU,paid,17,6,24.53,0,31.9,1.98,0.686,0,0
C001409,pro,EU,organic,29,11,76.08,0,57.4,2.75,0.17,0,0
C001410,pro,NA,organic,7,8,39.11,0,35.1,1.8,0.163,1,1
C001411,pro,APAC,partner,41,6,76.34,1,92.0,3.98,0.366,0,0
C001412,enterprise,APAC,organic,26,43,262.75,1,23.9,3.57,0.315,0,1
C001413,pro,NA,paid,8,9,73.51,0,25.6,2.19,0.505,0,0
C001414,enterprise,EU,organic,33,18,269.96,1,9.2,4.35,0.491,0,0
C001415,basic,EU,organic,44,10,27.51,3,62.9,4.7,0.337,0,1
C001416,pro,APAC,organic,14,14,56.41,2,10.0,0.67,0.374,0,0
C001417,basic,NA,sales,25,9,27.24,1,30.5,5.03,0.502,0,0
C001418,basic,APAC,organic,54,7,34.11,2,-30.1,4.48,0.88,1,0
C001419,pro,EU,organic,43,2,50.86,1,61.4,1.38,0.288,0,0
C001420,enterprise,NA,paid,48,23,207.3,1,47.7,2.62,0.63,0,0
C001421,pro,NA,organic,27,7,65.27,2,22.8,2.66,0.484,0,0
C001422,basic,NA,partner,30,6,21.16,2,23.8,2.24,0.557,1,0
C001423,basic,NA,sales,30,15,19.07,4,35.8,5.73,0.364,0,0
C001424,basic,EU,paid,28,6,21.33,4,79.3,2.88,0.76,0,1
C001425,basic,APAC,organic,9,2,38.68,4,16.6,0.37,0.139,0,0
C001426,basic,NA,organic,3,8,19.77,2,36.8,3.16,0.177,0,0
C001427,basic,LATAM,sales,50,6,22.36,2,-3.7,2.74,0.074,0,0
C001428,basic,NA,organic,33,6,38.83,0,52.6,2.59,0.607,1,1
C001429,pro,EU,organic,32,7,45.55,1,58.5,4.05,0.561,0,0
C001430,basic,LATAM,sales,36,6,26.56,4,6.6,1.61,0.462,1,1
C001431,enterprise,APAC,sales,25,29,257.08,3,20.1,6.09,0.397,0,0
C001432,pro,EU,organic,54,6,50.34,1,60.6,3.42,0.779,0,0
C001433,basic,APAC,organic,29,5,22.49,2,33.6,3.65,0.053,0,0
C001434,basic,NA,paid,31,5,26.42,2,-8.7,2.98,0.641,0,0
C001435,basic,NA,partner,32,11,27.56,2,55.5,5.78,0.323,0,0
C001436,enterprise,NA,organic,10,37,248.34,1,18.7,2.63,0.459,0,0
C001437,basic,NA,organic,11,6,22.52,2,0.9,3.89,0.277,0,0
C001438,basic,NA,organic,11,10,16.31,0,45.4,4.09,0.427,0,0
C001439,enterprise,NA,organic,16,31,207.75,3,85.7,3.28,0.194,0,0
C001440,enterprise,LATAM,organic,10,34,250.98,4,30.9,4.39,0.445,0,1
C001441,basic,APAC,partner,14,7,22.65,1,23.4,4.82,0.485,0,1
C001442,basic,APAC,organic,57,9,23.6,3,-12.5,4.62,0.573,1,0
C001443,basic,APAC,organic,22,11,11.18,4,-5.2,3.45,0.53,0,0
C001444,basic,NA,partner,48,11,18.04,2,-24.9,3.24,0.23,0,0
C001445,basic,NA,organic,24,6,18.98,2,5.9,3.79,0.508,1,0
C001446,pro,EU,organic,50,8,64.66,0,8.2,3.03,0.678,0,0
C001447,enterprise,EU,sales,46,28,240.37,0,7.1,2.13,0.044,0,0
C001448,basic,NA,organic,51,5,25.22,0,21.3,3.82,0.294,0,0
C001449,pro,EU,sales,18,6,72.19,1,26.4,5.66,0.707,0,0
C001450,basic,EU,organic,6,4,31.35,3,0.5,4.31,0.265,0,1
C001451,pro,NA,organic,19,5,66.0,4,24.9,1.74,0.253,0,1
C001452,pro,NA,paid,43,8,73.58,0,43.5,3.72,0.322,0,0
C001453,pro,NA,organic,40,7,73.08,0,53.2,4.88,0.111,1,0
C001454,enterprise,EU,paid,43,34,232.54,1,39.4,3.36,0.529,0,0
C001455,basic,LATAM,organic,60,7,19.93,3,61.9,3.85,0.737,0,0
C001456,basic,EU,paid,14,7,26.36,1,-9.3,7.0,0.255,0,0
C001457,basic,APAC,organic,27,5,22.43,0,-46.3,6.22,0.062,0,0
C001458,basic,APAC,partner,30,3,18.85,1,41.4,3.62,0.646,0,0
C001459,enterprise,NA,paid,9,42,243.78,0,66.9,4.64,0.586,1,0
C001460,basic,EU,organic,40,4,12.88,0,-9.8,3.31,0.51,0,0
C001461,pro,EU,organic,3,4,53.38,4,21.7,3.21,0.762,0,0
C001462,basic,EU,organic,54,7,21.59,1,16.5,4.98,0.554,0,0
C001463,basic,NA,paid,6,8,21.24,3,70.3,4.95,0.759,1,0
C001464,basic,LATAM,organic,7,10,19.21,2,40.5,4.58,0.54,0,1
C001465,pro,LATAM,paid,11,12,61.02,1,23.6,3.34,0.472,0,0
C001466,pro,NA,organic,54,8,83.06,4,55.9,6.23,0.804,0,0
C001467,basic,NA,organic,52,8,25.46,4,32.4,2.12,0.577,0,1
C001468,basic,NA,paid,56,14,28.68,1,8.3,3.79,0.501,1,1
C001469,pro,APAC,organic,50,6,67.83,0,56.5,2.05,0.127,0,0
C001470,basic,EU,organic,56,7,30.44,0,-10.6,3.82,0.536,0,1
C001471,enterprise,NA,paid,29,46,241.9,1,21.3,3.25,0.474,1,0
C001472,basic,APAC,paid,1,7,15.35,2,19.6,5.57,0.177,0,1
C001473,basic,NA,organic,27,10,31.81,1,88.6,3.66,0.704,0,1
C001474,basic,EU,organic,14,8,14.77,2,-12.1,5.62,0.432,0,0
C001475,basic,NA,organic,15,3,22.2,2,1.4,3.41,0.582,0,0
C001476,basic,EU,paid,42,9,28.92,2,49.1,2.98,0.45,0,0
C001477,basic,EU,organic,11,12,31.19,0,7.8,4.26,0.776,0,0
C001478,enterprise,NA,paid,20,49,234.83,3,36.0,0.72,0.253,0,1
C001479,basic,NA,partner,24,2,22.13,1,20.6,3.19,0.613,0,0
C001480,basic,LATAM,sales,4,5,35.5,2,9.6,3.97,0.47,1,1
C001481,basic,EU,organic,43,9,29.6,4,30.9,6.85,0.504,0,0
C001482,basic,LATAM,organic,46,5,30.38,5,42.8,4.57,0.273,0,1
C001483,pro,EU,organic,34,11,76.41,0,5.9,1.14,0.024,0,1
C001484,basic,APAC,organic,2,11,28.02,0,-2.4,2.72,0.318,1,0
C001485,pro,NA,organic,48,8,72.19,2,20.5,2.09,0.415,0,0
C001486,basic,APAC,sales,27,10,24.34,1,13.5,4.31,0.333,0,0
C001487,enterprise,NA,organic,16,24,153.15,2,42.0,4.97,0.31,0,0
C001488,basic,NA,organic,57,6,18.3,3,30.8,1.58,0.596,0,0
C001489,pro,NA,paid,52,6,76.12,2,37.1,5.29,0.072,0,0
C001490,basic,NA,sales,27,8,31.01,4,26.7,2.41,0.504,0,0
C001491,basic,LATAM,organic,27,5,25.9,1,13.0,2.44,0.466,0,1
C001492,pro,LATAM,partner,55,14,45.1,0,65.3,1.97,0.743,0,0
C001493,pro,APAC,partner,12,7,49.86,0,34.8,2.86,0.08,0,1
C001494,pro,NA,organic,25,11,69.26,1,-12.5,3.69,0.458,0,1
C001495,basic,APAC,paid,35,10,15.47,2,38.5,5.33,0.354,1,1
C001496,pro,APAC,organic,21,4,58.56,2,-7.0,1.86,0.425,0,0
C001497,pro,NA,organic,19,4,74.3,0,37.8,1.93,0.269,0,0
C001498,pro,EU,organic,7,13,70.99,1,61.3,4.92,0.554,1,0
C001499,basic,EU,organic,17,9,24.57,1,32.0,3.2,0.587,0,0
C001500,pro,NA,paid,22,7,66.98,1,81.8,2.71,0.494,0,0
C001501,pro,EU,partner,51,7,55.42,1,-6.7,3.98,0.444,0,1
C001502,enterprise,APAC,organic,21,19,236.6,0,49.3,2.89,0.359,0,1
C001503,basic,NA,paid,10,9,19.01,0,20.5,2.35,0.805,0,0
C001504,basic,NA,organic,51,6,24.4,2,1.1,3.23,0.475,0,0
C001505,pro,EU,organic,22,11,64.14,2,66.4,3.98,0.123,0,0
C001506,basic,APAC,paid,56,7,29.81,0,22.2,2.09,0.23,0,0
C001507,pro,LATAM,organic,7,12,58.03,1,28.2,5.06,0.508,0,0
C001508,basic,APAC,partner,2,3,19.04,0,27.1,3.42,0.558,0,1
C001509,basic,EU,organic,56,10,21.31,2,92.1,3.38,0.542,1,1
C001510,pro,EU,partner,6,4,54.09,0,45.5,2.82,0.17,0,0
C001511,basic,EU,organic,1,10,23.38,1,57.4,3.06,0.582,1,1
C001512,basic,EU,organic,39,9,16.72,0,6.6,2.57,0.373,0,0
C001513,pro,NA,partner,20,5,66.14,0,4.4,5.21,0.548,0,0
C001514,pro,EU,paid,30,5,70.6,0,10.2,3.84,0.424,0,0
C001515,pro,APAC,organic,25,6,73.07,0,17.5,2.94,0.272,0,0
C001516,basic,EU,sales,18,5,22.32,0,1.7,2.43,0.241,0,0
C001517,basic,APAC,organic,29,10,25.37,3,20.3,2.96,0.074,0,0
C001518,enterprise,EU,organic,16,38,200.72,2,59.7,4.29,0.228,0,1
C001519,basic,NA,organic,14,13,26.11,1,29.6,3.11,0.566,1,0
C001520,basic,NA,paid,14,6,15.16,2,-20.8,3.29,0.315,0,0
C001521,basic,NA,paid,8,9,27.71,2,63.9,3.77,0.269,0,0
C001522,basic,NA,partner,32,9,25.98,2,-11.7,2.82,0.535,0,1
C001523,pro,EU,paid,33,6,80.08,3,58.2,3.46,0.307,0,0
C001524,pro,NA,organic,2,7,64.24,1,25.7,6.48,0.566,0,0
C001525,pro,NA,organic,28,8,61.1,0,93.8,3.86,0.382,0,0
C001526,basic,NA,organic,45,4,11.32,3,70.1,3.91,0.15,0,0
C001527,basic,APAC,paid,1,12,22.76,1,44.4,2.57,0.737,0,0
C001528,basic,APAC,organic,19,6,23.11,3,27.0,4.82,0.717,0,1
C001529,basic,NA,paid,58,4,21.37,3,65.1,2.7,0.293,0,0
C001530,basic,NA,paid,26,14,24.36,0,31.6,4.06,0.333,0,0
C001531,basic,NA,partner,1,9,18.67,0,42.2,0.7,0.289,0,1
C001532,basic,NA,organic,32,5,27.68,2,32.8,2.49,0.079,0,0
C001533,pro,NA,organic,25,15,72.38,1,11.0,2.82,0.22,0,0
C001534,pro,NA,sales,13,14,58.53,1,36.7,3.17,0.78,0,0
C001535,basic,NA,paid,5,7,26.99,0,8.2,3.02,0.27,0,1
C001536,basic,LATAM,organic,54,7,25.72,1,46.9,5.3,0.537,1,0
C001537,pro,EU,paid,49,7,69.53,2,28.0,3.51,0.348,0,1
C001538,pro,APAC,sales,41,9,63.92,3,14.4,5.31,0.451,0,0
C001539,pro,NA,organic,2,4,58.79,1,11.0,2.29,0.301,0,0
C001540,basic,NA,sales,53,6,26.03,1,70.9,1.9,0.484,0,1
C001541,pro,LATAM,organic,29,10,47.37,0,0.7,5.69,0.551,1,0
C001542,basic,NA,sales,29,7,28.63,1,35.9,2.33,0.45,1,1
C001543,basic,EU,organic,53,5,31.4,1,-1.4,4.0,0.539,0,1
C001544,basic,LATAM,organic,26,11,21.3,2,39.1,3.24,0.351,0,0
C001545,basic,EU,organic,15,12,25.9,2,19.6,2.01,0.578,0,0
C001546,basic,NA,partner,15,7,24.21,0,30.2,1.68,0.489,0,1
C001547,basic,EU,sales,56,5,29.26,1,17.5,2.45,0.566,0,0
C001548,pro,NA,organic,33,9,61.07,1,-24.1,2.99,0.449,0,0
C001549,basic,NA,organic,35,5,30.46,0,36.8,4.18,0.142,0,1
C001550,basic,NA,organic,36,9,26.58,1,34.9,3.7,0.587,0,0
C001551,basic,APAC,organic,14,8,31.0,2,1.2,3.12,0.881,0,0
C001552,basic,EU,partner,26,9,25.23,1,29.5,5.05,0.582,0,1
C001553,basic,NA,organic,58,7,24.09,2,35.1,5.45,0.533,0,1
C001554,basic,NA,sales,9,10,21.69,1,37.7,3.82,0.571,0,1
C001555,basic,EU,sales,58,10,22.96,1,29.6,2.93,0.872,1,0
C001556,pro,LATAM,organic,17,12,61.34,0,10.3,3.58,0.308,0,0
C001557,enterprise,NA,paid,18,25,160.55,1,47.8,3.96,0.453,0,1
